id,area,year,slope,elev,distroad,distcapital,peatdepth,biomasscarbonruesch,soilcarbon,biomasscarbonbaccini,defor2000,defor2001,defor2002,defor2003,defor2004,defor2005,defor2006,defor2007,defor2008,defor2009,defor2000prop,defor2001prop,defor2002prop,defor2003prop,defor2004prop,defor2005prop,defor2006prop,defor2007prop,defor2008prop,defor2009prop,num_cells,defor_cumul,defor_cumul_avg,defor_cumul_prop,defor_cumul_prop_avg,defor2000propover_50p,defor2001propover_50p,defor2002propover_50p,defor2003propover_50p,defor2004propover_50p,defor2005propover_50p,defor2006propover_50p,defor2007propover_50p,defor2008propover_50p,defor2009propover_50p,count_over_50p,over_50p_normed,years_in_effect,degree,normed_high_defor_indic,normed_high_defor_indic_quantitative
21,107096,1994,4.455769576687116,96.16956871165642,10.54004673006135,152.86758282208592,19.68801779141104,188774.81290389603,58674.38556050151,161666.57555380196,387.6812872006009,819.6724771543921,728.7020152109076,948.685258420033,539.9403259400741,932.2754480517386,489.3560127101716,922.2980850485154,553.5647762877819,589.7617165498007,0.0036199418017535,0.0076536236381787,0.0068041945097007,0.0088582697618961,0.0050416479227989,0.0087050445212868,0.0045693211017234,0.0086118817233931,0.0051688650956878,0.0055068510173097,163,6911.937402574016,691.1937402574015,0.0645396410937291,0.0064539641093729,1,1,1,1,1,1,1,1,1,1,9,0.5625,16,2,0.005136108529519035,0.005136108529519035
22,40637,2006,3.766131111111111,85.75970476190476,58.47619523809525,181.610253968254,0.0,294816.2532124,39248.39667687511,181174.8395465939,219.96438156477868,165.1484843084544,305.7327791680673,178.2363741569647,120.22810641778683,146.17767837420166,244.5206800861305,161.45996623204445,143.04499080507384,81.1873484729067,0.0054129089638698,0.0040639930188856,0.0075235076203476,0.004386061327287,0.0029585871599228,0.0035971572304599,0.0060171932004363,0.003973225539091,0.0035200676921296,0.0019978676691908,63,630.2129855961555,157.55324639903887,0.0155083541008478,0.0038770885252119,1,1,1,1,1,1,1,1,1,1,9,2.25,4,1,0.002426783330369025,0.002426783330369025
23,262868,1993,4.992592312834224,149.7616467379679,37.45866496524064,64.01611764705882,1.8816745989304813,100471.28479547604,269419.725360987,129361.19971856744,1099.0174185070337,1897.4248541854,859.5382573288902,1132.3486451421031,1014.4246568458716,4661.168141053766,4681.660427018152,3188.588200050895,3098.774673222695,2011.4788067528084,0.0041808718387442,0.0072181659775453,0.0032698474417916,0.0043076701810113,0.003859064841844,0.0177319724768848,0.0178099290404999,0.0121299975655115,0.0117883297823344,0.007652048962798,374,23644.424080107616,2364.442408010761,0.0899478981089657,0.0089947898108965,1,1,1,1,1,1,1,1,1,1,9,0.5294117647058824,17,1,0.007676934231042665,0.007676934231042665
24,259332,2004,13.868238207282914,670.712568627451,6.561157876750701,295.5685350140056,0.0,305919.03842299967,61528.65173959736,199269.56298996607,320.169208540354,245.01331298509288,69.6253794049556,179.62983993435148,416.5284251638857,267.9201446472739,663.6387985769986,833.1314051950028,348.3412250216528,292.2829682341474,0.0012345919845616,0.0009447862700518,0.0002684797071127,0.0006926636124132,0.0016061589975933,0.001033116409264,0.0025590316604853,0.0032126054832994,0.0013432249973842,0.0011270609420902,357,2821.8429668389617,470.307161139827,0.0108811984901167,0.0018135330816861,1,0,0,0,1,0,1,1,0,1,4,0.6666666666666666,6,1,0.0006331115051904499,0.0006331115051904499
25,17806,2009,6.78473125,204.209221875,3.97048571875,328.58415625,0.0,240515.49828678733,49190.18379063564,205775.2517052156,15.7972432162342,43.67760490616009,1.0084549689187507,3.4273605353231744,0.119663807430123,0.1506957542222892,0.6925565275198563,5.450604501683754,2.847095130950997,1.973416353553013,0.000887186522309,0.0024529711842165,5.663568285514719e-05,0.000192483462615,6.7204205004000345e-06,8.46320084366445e-06,3.889455955969091e-05,0.0003061105527172,0.000159895267379,0.0001108287292796,32,1.973416353553013,1.973416353553013,0.0001108287292796,0.0001108287292796,1,1,0,0,0,0,0,0,0,0,2,2.0,1,1,0.0,0.0
26,37581,2009,3.1356957142857143,86.46122063492061,20.432101746031748,327.7958412698413,1.3315698412698411,297181.10561940994,39203.94390351738,196090.23275517943,114.28737705201812,81.59247719405157,94.49288812575804,422.4806223802888,95.14318702366413,9.691492886844372,7.377017233104024,0.4532143097001285,6.365427836802501,119.3887479351892,0.0030410946236666,0.0021711097946848,0.0025143792907521,0.0112418674963489,0.002531683218213,0.0002578827835034,0.0001962964591975,1.205966604667594e-05,0.0001693788839254,0.0031768379749125,63,119.3887479351892,119.3887479351892,0.0031768379749125,0.0031768379749125,1,1,1,1,1,0,0,0,0,1,5,5.0,1,0,0.0019358251490316002,0.0019358251490316002
27,6857,2009,5.987096,277.1972549999999,3.8722225,245.90410000000003,0.0,307156.20115184225,61545.09756675648,214901.66529288224,0.216307463473697,3.135822044385616,0.8634468890883442,0.0610361571792144,4.275277125930618,3.753699709585887,0.1284504267565222,0.0650663007893398,0.2040179633362055,0.414365104272579,3.154549562107293e-05,0.0004573169089085,0.0001259219613662,8.901291698879161e-06,0.000623490903592,0.0005474259456884,1.873274416749631e-05,9.489033219970811e-06,2.9753239512353145e-05,6.04295033210703e-05,20,0.414365104272579,0.414365104272579,6.04295033210703e-05,6.04295033210703e-05,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0.0,0.0
28,86481,2009,4.51666947368421,147.9125,21.27193094736842,224.87717293233084,0.0,280911.96607394033,62551.39274596782,205902.1874009716,112.01247618693796,122.766331252432,246.41376588139423,100.97482233723072,221.4165143578686,267.0636992828814,130.17550913060677,397.9603308009278,334.8133082209309,197.90396822961395,0.0012952264218376,0.0014195757594434,0.0028493399230049,0.0011675954526107,0.0025602908657146,0.003088119925566,0.0015052498136076,0.0046017082457525,0.0038715244761384,0.0022884098036518,133,197.90396822961395,197.90396822961395,0.0022884098036518,0.0022884098036518,1,1,1,0,1,1,1,1,1,1,8,8.0,1,2,0.0010473969777709,0.0010473969777709
29,95289,2009,7.131759357142856,797.5652571428571,10.995832635714285,243.8516,9.547621428571428,305718.9965644354,61536.705682331725,204286.32444504305,8.331643079429352,6.013380751734726,0.9917452446433686,9.133069447506886,2.428508160303793,13.272150740330458,21.479073257233715,4.671543162993378,7.699785970906171,4.763926368818023,8.743551804961067e-05,6.310676732607883e-05,1.0407762119902282e-05,9.584599951208309e-05,2.5485713569287044e-05,0.0001392831359373,0.0002254097876694,4.9024999349278274e-05,8.080456265577528e-05,4.999450480976842e-05,140,4.763926368818023,4.763926368818023,4.999450480976842e-05,4.999450480976842e-05,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0.0,0.0
30,15297,2008,8.618484761904762,255.6824523809524,41.27512857142857,195.9444761904762,0.0,266753.679258033,63714.31444986115,191058.1934713777,15.34280467440828,13.30324097472604,22.74215580469972,33.99650630769884,26.08698102931898,38.05740038001298,31.854418326974344,30.76305966834588,30.655704840369754,33.47441752139657,0.0010029943566979,0.0008696633963996,0.0014867069232332,0.0022224296468391,0.0017053658252807,0.0024878996129968,0.0020823964389732,0.0020110518185491,0.0020040337870412,0.0021882995045692,21,64.13012236176633,32.06506118088316,0.0041923332916105,0.0020961666458052,1,0,1,1,1,1,1,1,1,1,8,4.0,2,1,0.00047364333934415005,0.00047364333934415005
31,55788,2009,16.773793827160496,677.2691481481482,24.811383950617287,304.0116172839506,0.0,306891.4806168027,66776.26106100852,205230.3352024076,4.271285197088607,2.430512023616296,2.9969421831120773,0.9294908679457564,0.4485396812482808,0.2774107106795133,0.2568159492970441,2.899786677355309,10.8889481146418,13.20694670627587,7.656279481409277e-05,4.356693238001534e-05,5.3720194004303386e-05,1.6661125474040228e-05,8.040074590382894e-06,4.972587486189024e-06,4.603426351492152e-06,5.197868138946205e-05,0.0001951844144733,0.0002367345433834,81,13.20694670627587,13.20694670627587,0.0002367345433834,0.0002367345433834,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0
32,43346,2000,10.3693308,207.587076,25.20926133333333,228.6788,0.0,302026.0056636132,101159.3530397677,214772.69512979264,86.44565722951543,94.37960637855473,20.542115775564405,110.63257266423706,59.365102871059534,58.845744451928645,72.09034762552834,106.14697483987202,205.7097642719045,114.42648652982388,0.0019943168280698,0.0021773544589709,0.0004739102979643,0.0025523133083614,0.0013695635784399,0.001357581886493,0.0016631372589288,0.0024488297614513,0.0047457611837748,0.0026398395821949,75,928.5843726379886,92.85843726379886,0.0214226081446497,0.0021422608144649,1,1,0,1,1,1,1,1,1,1,8,0.8,10,1,0.000861226461155115,0.000861226461155115
33,32699,1989,11.62785333333333,494.61391666666674,21.63564866666667,303.3948833333333,0.0,307716.56106346333,61543.31221269268,210902.11743761416,0.8067502716305588,1.4160642284609504,0.8826055437826968,0.8872045635551109,1.077783759330607,0.8002843586903173,0.2480791380474506,6.716096504107061,2.15610327064782,0.8572465559305827,2.4672016625296148e-05,4.33060408104514e-05,2.699182066065313e-05,2.7132467768283767e-05,3.296075596595024e-05,2.4474276237509324e-05,7.58674999380564e-06,0.0002053914952783,6.593789628575247e-05,2.621629272854163e-05,60,15.848218194183156,1.5848218194183157,0.0004846698123546,4.846698123546028e-05,0,0,0,0,0,0,0,0,0,0,0,0.0,21,2,0.0,0.0
34,56800,2005,11.1027910989011,476.8412417582418,38.57234285714286,280.1178461538462,0.0,298117.6409669555,61544.75856279717,207048.416863244,4.418383120206442,27.32973193112566,13.169236238914143,11.497865278416562,27.15102552713024,21.489017394370386,43.89148515173025,208.69485279445456,84.3523576203422,117.45355622074293,7.778843521490214e-05,0.0004811572523085,0.0002318527506851,0.0002024272056059,0.0004780110128015,0.0003783277710276,0.0007727374146431,0.0036742051548319,0.0014850767186679,0.0020678442996609,91,475.88126918164033,95.17625383632809,0.0083781913588316,0.0016756382717663,0,0,0,0,0,0,0,1,0,1,1,0.2,5,3,0.00066342105103576,0.00066342105103576
35,23139,2006,8.19636705882353,332.9635098039216,24.929194117647057,287.44929411764707,0.0,307723.8644329001,61544.77288658001,209603.42589171903,22.640826991710068,14.835938080613143,2.1526057900540407,5.932424882985589,9.0543084566466,7.250473712604291,27.0620781168112,40.13341845221306,5.86210195425914,20.181884534891545,0.0009784704175508,0.0006411659138516,9.302933532365448e-05,0.0002563820771418,0.0003913007673904,0.000313344298051,0.0011695439784265,0.0017344491314323,0.0002533429255481,0.0008722021061796,51,93.23948305817495,23.30987076454374,0.0040295381415867,0.0010073845353966,1,0,0,0,0,0,1,1,0,0,3,0.75,4,3,0.0001376294394998,0.0001376294394998
36,56302,2005,8.841359734513274,435.7023008849557,17.908554159292034,263.595592920354,0.0,307341.1169927787,61545.30455826915,196180.06671272664,33.63659573822932,13.541246188384752,4.1033316237614015,1.2595799701628825,2.9812917970489585,7.737509262388796,16.21303717452248,110.02789217758884,36.54131653147104,12.728747364913067,0.0005974316318821,0.0002405109265813,7.288074355726974e-05,2.2371851269277863e-05,5.295179206864691e-05,0.000137428675045,0.0002879655638258,0.0019542448257182,0.00064902341891,0.0002260798437873,113,183.24850251088424,36.64970050217685,0.0032547423272864,0.0006509484654572,0,0,0,0,0,0,0,1,0,0,1,0.2,5,6,0.00015406269045701998,0.00015406269045701998
37,79407,2004,8.9901201459854,390.71089051094896,43.93065693430657,224.49899270073,0.0,304169.532783274,61544.68517530819,193614.0486837985,85.49745006172105,70.83473668643774,43.98211736240847,122.92327276139534,290.3170450025025,44.78812701040075,204.4473908697885,377.8251297059222,88.57522835138465,75.55063062628743,0.0010766991582822,0.000892046503286,0.0005538821182314,0.0015480155749668,0.0036560636342199,0.0005640324783759,0.0025746771804726,0.004758083414635,0.0011154586919463,0.0009514353977141,137,1081.503551566286,180.2505919277144,0.013619750797364,0.0022699584662273,1,0,0,1,1,0,1,1,0,0,5,0.8333333333333334,6,4,0.0012349495198486998,0.0012349495198486998
38,90554,1999,9.112073120567375,310.51865035461,87.66371063829789,198.9854184397163,0.0,304837.2717199245,61543.340336152825,204907.5828804125,53.37556824006954,39.8155849923555,27.49024157594325,36.02853717153067,57.06836726042191,15.459688825296976,93.95407089161483,323.4295273036432,88.53782621361695,63.63678050799539,0.0005894335781972,0.0004396888596015,0.0003035784347013,0.0003978679812214,0.0006302136543987,0.0001707234227675,0.0010375474401088,0.0035716757658816,0.0009777351217352,0.0007027495252335,141,798.7961929824883,79.87961929824883,0.008821213783847,0.0008821213783847,0,0,0,0,0,0,0,1,0,0,1,0.0909090909090909,11,3,0.00023877443924485002,0.00023877443924485002
39,39629,2000,7.495687500000001,197.042911764706,117.01017647058823,198.45382352941172,0.0,300529.948024409,98853.38191729438,198251.054598352,162.3194506125134,230.29220440441955,82.85846393761186,346.6739546183871,51.58440535500892,122.84428983313546,54.29278281300058,215.23330784344617,124.15113231548705,58.06080006366643,0.0040959764468574,0.0058112040274652,0.0020908542718113,0.0087479864396877,0.0013016832459817,0.0030998584327925,0.0013700265667314,0.0054312071423312,0.0031328353558123,0.001465108886514,68,1448.3107917966763,144.83107917966765,0.0365467408159851,0.0036546740815985,1,1,1,1,1,1,1,1,1,1,9,0.9,10,3,0.002336818501744635,0.002336818501744635
