FID,OBJECTID_1,OBJECTID_2,OBJECTID,country,name,company,group_comp,group_coun,legal_term,status,province,area_ha,source,last_updat,SHAPE_Leng,gfwid,Shape_Le_1,Shape_Le_2,Shape_Le_3,Shape_Area
29230,29231,29278,29278,IDN,PT.CENTRAL KALIMANTAN ABADI, , , ,10/Kpts-II/2000, , ,40978,Indonesia Ministry of Forestry,2014,122605.616837,420f9848-2d68-4bc6-8af6-173f3a6df99e,1.10111137975,1.10111138222,1.10111138222,0.033054839777
29231,29232,29279,29279,IDN,PT.KARDA TRADES, , , ,76/Kpts-II/2000, , ,92445,Indonesia Ministry of Forestry,2014,151649.975055,0b580ae7-72e8-41d0-bda5-c504ee0fe6d3,1.36203026671,1.36203026672,1.36203026672,0.0745729133891
29232,29233,29280,29280,IDN,PT.WANA AGUNG ASA UTAMA, , , ,11/Kpts-II/00, , ,41779,Indonesia Ministry of Forestry,2014,114700.396235,99cdcad5-1c46-4801-b623-ef8e583cf29f,1.03017619769,1.03017619824,1.03017619824,0.0337025126651
29233,29234,29281,29281,IDN,PT.ELBANA ABADI JAYA, , , ,09 Tahun 2002, , ,4223,Indonesia Ministry of Forestry,2014,27702.1947333,06f12bde-fa9c-4f58-91c4-35da4547e81a,0.248782557979,0.248782557212,0.248782557212,0.00340583218876
29234,29235,29282,29282,IDN,PT.AYA YAYANG INDONESIA, , , ,840/Kpts-VI/99, , ,91806,Indonesia Ministry of Forestry,2014,224785.709421,2e7fbb43-0a6d-484b-8a7f-efd7d8ef26ed,2.01876131636,2.01876131877,2.01876131877,0.074055025339
29235,29236,29283,29283,IDN,PT.ELBANA ABADI JAYA, , , ,09 Tahun 2002, , ,12244,Indonesia Ministry of Forestry,2014,117297.880354,b62d7570-65b4-4a61-b3e9-e2d1414eeef3,1.05345444488,1.05345444268,1.05345444268,0.00987659105854
29236,29237,29284,29284,IDN,PT.INHUTANI I (PIMPING), , , ,SK 200/Menhut-II/06, , ,43516,Indonesia Ministry of Forestry,2014,97070.1475839,588b909f-6e32-4d77-924b-0805ac09999d,0.871499673204,0.871499673306,0.871499673306,0.0350695339578
29237,29238,29285,29285,IDN,PT.MERANTI SAKTI INDONESIA II, , , ,87/Kpts-II/01, , ,40268,Indonesia Ministry of Forestry,2014,114526.859646,5afd1949-7b97-47e3-a4e9-c0e6b1eb194d,1.02811130792,1.02811130747,1.02811130747,0.0324532853233
29238,29239,29286,29286,IDN,PT.RODAMAS Tbr KALIMANTAN, , , ,96/Kpts-II/2000, , ,10,Indonesia Ministry of Forestry,2014,2110.88599766,837d28b6-529d-4d3f-9adf-f6b7c02c82f8,0.0189621730816,0.0189621726277,0.0189621726275,7.71860022263e-06
29239,29240,29287,29287,IDN,PT.ITCI KAYAN HUTANI (IKANI), , , ,160/Menhut-II/05, , ,132527,Indonesia Ministry of Forestry,2014,347513.076548,b615401d-b50a-446b-948b-77d83890bbdb,3.11985785641,3.11985785284,3.11985785284,0.106809573941
29240,29241,29288,29288,IDN,PT.INDAH MERANTI PERMATA TIMBER, , , ,081/Kpts-IV/89, , ,45797,Indonesia Ministry of Forestry,2014,115076.962742,0effc554-ba78-4033-9ecd-40829e8854b0,1.03326581217,1.03326581864,1.03326581864,0.036915032583
29241,29242,29289,29289,IDN,PT.ITCI KAYAN HUTANI (IKANI), , , ,160/Menhut-II/05, , ,95474,Indonesia Ministry of Forestry,2014,247524.617002,53473b22-0c58-4e59-be38-73720142d9be,2.22251913546,2.22251913633,2.22251913633,0.0769617903111
29242,29243,29290,29290,IDN,PT. SUMPOL TIMBER, , , ,709/Kpts-II/1997, , ,36025,Indonesia Ministry of Forestry,2014,136241.381136,484a81ae-60b8-4707-a93e-9d7d86266b27,1.22289214004,1.2228921412,1.2228921412,0.0290144175881
29243,29244,29291,29291,IDN,PT.KODECO TIMBER, , , ,849/Kpts-IV/1999, , ,102523,Indonesia Ministry of Forestry,2014,414483.368235,5fa56fae-bab3-4635-b5e2-04bbcf079fe9,3.72075413805,3.72075413527,3.72075413527,0.0826175538547
29244,29245,29292,29292,IDN,PT.INHUTANI I (PANGEAN), , , ,SK 45/Menhut-II/06, , ,51142,Indonesia Ministry of Forestry,2014,140762.310813,5e250733-0cf8-4f19-90a1-43cce30c74b8,1.26381132789,1.26381133,1.26381133,0.0412282220015
29245,29246,29293,29293,IDN,PT.CIVIKA WANA LESTARI (Eks  DAMUKTI), , , ,843/Kpts-VI/99, , ,75464,Indonesia Ministry of Forestry,2014,118545.85685,8aadb464-1389-4a85-8f23-67fdff786f7e,1.06460389097,1.06460389106,1.06460389106,0.0608358334486
29246,29247,29294,29294,IDN,PT.INHUTANI I (SAMBARATA), , , ,SK 195/Menhut-II/06, , ,98529,Indonesia Ministry of Forestry,2014,200351.400239,7460fa0f-0c3e-4975-a9d6-0247bafe732a,1.79899614283,1.79899613982,1.79899613982,0.0794336108172
29247,29248,29295,29295,IDN,PT.INHUTANI I (UNIT SEGAH HULU), , , ,SK 44/Menhut-II/06, , ,55604,Indonesia Ministry of Forestry,2014,182963.948868,62a88047-40d1-4763-9a33-8670d3df3cc1,1.64291433975,1.64291433943,1.64291433944,0.0448289364504
29248,29249,29296,29296,IDN,PT.GUNUNG GAJAH ABADI, , , ,261/Kpts-II/1997, , ,79899,Indonesia Ministry of Forestry,2014,121135.884559,b61e3d92-97f9-47b5-a973-c9d113836ea8,1.08800632283,1.08800632185,1.08800632185,0.0644553047823
29249,29250,29297,29297,IDN,PT.PUJI SEMPURNA RAHARJA, , , ,304/Kpts-II/90, , ,43065,Indonesia Ministry of Forestry,2014,126380.255328,7989afa3-abd1-4ec3-9c10-aa61f005888f,1.13500899683,1.13500899501,1.13500899501,0.0347253260661
29250,29251,29298,29298,IDN,PT.ADITYA KIRANA MANDIRI, , , ,862/Kpts-VI/1999, , ,38026,Indonesia Ministry of Forestry,2014,176474.134474,7a62f323-a6bc-4127-ac14-d49213c984dc,1.58491478217,1.58491478567,1.58491478567,0.0306683378481
29251,29252,29299,29299,IDN,PT.RANGGA KESUMA, , , ,377/Kpts-II/88, , ,5119,Indonesia Ministry of Forestry,2014,37780.9289114,a2a01f70-cc3c-4050-bbc9-d4b4f57eea1a,0.339266449587,0.339266448822,0.339266448821,0.00412882605708
29252,29253,29300,29300,IDN,PT.WANA BHAKTI PERSADA U., , , ,864/Kpts-VI/99, , ,47877,Indonesia Ministry of Forestry,2014,140409.252463,077f5efe-713f-4196-aaeb-9a84bdaac1e3,1.26100267054,1.26100267361,1.26100267361,0.0386157448085
29253,29254,29301,29301,IDN,PT.MARDHIKA INSAN MULIA, , , ,"1003/Kpts-VI/99; 938/Kpts-VI/99", , ,58861,Indonesia Ministry of Forestry,2014,158106.184002,032b3dd1-ffbc-4770-b940-e33902ac7a53,1.41992370938,1.41992370519,1.41992370519,0.0474760557628
29254,29255,29302,29302,IDN,PT. HUTANI KALIMANTAN ABADI PERMAI, , , ,323/Menhut-II/2009, , ,35792,Indonesia Ministry of Forestry,2014,133080.932332,bb18c956-2fef-4cd3-9375-caa27858a3d8,1.19481807165,1.19481807315,1.19481807315,0.028853073349
29255,29256,29303,29303,IDN,PT.UTAMA DAMAI INDAH Tbr, , , ,SK 52/Menhut-II/05, , ,3147,Indonesia Ministry of Forestry,2014,33530.8252436,99b2c9d6-ecfd-4fdf-981c-b1b6d3247d35,0.301095305651,0.301095307152,0.301095307152,0.0025383710143
29256,29257,29304,29304,IDN,PT.KARYA LESTARI, , , ,846/Kpts-VI/99, , ,48068,Indonesia Ministry of Forestry,2014,134218.361155,23bce11e-816c-474e-ad95-861646784206,1.20548493272,1.20548493645,1.20548493645,0.038772288823
29257,29258,29305,29305,IDN,PT.KEDUNG MADU TROPICAL WOOD, , , ,147/Kpts-II/88, , ,66554,Indonesia Ministry of Forestry,2014,130426.079246,3311b7f4-013b-4706-b42f-b85f70f27cbd,1.17141138214,1.17141138318,1.17141138318,0.053689524734
29258,29259,29306,29306,IDN,PT.UTAMA DAMAI INDAH Tbr, , , ,SK 52/Menhut-II/05, , ,9524,Indonesia Ministry of Forestry,2014,44859.0292471,fc3f9a5c-fb4d-4b27-b75e-133cf1dd0d5b,0.402905024763,0.402905025258,0.402905025258,0.00768277222723
29259,29260,29307,29307,IDN,PT.DHARMA SATYA NUSANTARA, , , ,SK 412/Menhut-II/04, , ,34604,Indonesia Ministry of Forestry,2014,125318.198558,e41998e2-f3bd-4d49-95ed-b062ae5ae289,1.12565427718,1.12565427185,1.12565427185,0.0279162153044
29260,29261,29308,29308,IDN,PT.DAISY TIMBER, , , ,113/Kpts-II/2000, , ,12534,Indonesia Ministry of Forestry,2014,68918.7759434,5065cb3e-1f7b-48af-a263-c095c47d4650,0.619018845987,0.619018845482,0.619018845481,0.0101122650694
29261,29262,29309,29309,IDN,KSU.MERANTI TUMBUH INDAH, , , ,"522,11/02/EK/Prod/06", , ,16590,Indonesia Ministry of Forestry,2014,64352.2144778,9245ec74-d0ca-41e9-b012-df92b2369633,0.577220522418,0.577220522239,0.577220522239,0.013351565233
29262,29263,29310,29310,IDN,PT.SYLVIA ERY TIMBER, , , ,606/Kpts-II/92, , ,53781,Indonesia Ministry of Forestry,2014,181688.634671,d5c9cd53-5f93-479b-8136-708aff21e149,1.63039352075,1.63039352572,1.63039352572,0.0433061866128
29263,29264,29311,29311,IDN,PT.INTRACA WOOD IND, , , ,SK.355/Menhut-II/04, , ,195554,Indonesia Ministry of Forestry,2014,285414.887519,73754cec-9e05-45fd-b6c6-64dc70cfa919,2.56149432528,2.5614943221,2.5614943221,0.15755216528
29264,29265,29312,29312,IDN,PT.INHUTANI II (UNIT MALINAU), , , ,64/Kpts-II/91, , ,47187,Indonesia Ministry of Forestry,2014,106255.025677,50f6d316-57ee-4d69-ab6b-9170fe154710,0.953620809637,0.953620805688,0.95362080569,0.0380243600107
29265,29266,29313,29313,IDN,PT.BORNEO KARYA INDAH MANDIRI, , , ,101 Tahun 2002, , ,57133,Indonesia Ministry of Forestry,2014,129870.649655,5d033133-6af1-49d8-b1a2-f1bad47a0d6c,1.16656848988,1.1665684903,1.1665684903,0.0460970700307
29266,29267,29314,29314,IDN,PT.WANA RIMBA KENCANA, , , ,252/Kpts-II/90, , ,70345,Indonesia Ministry of Forestry,2014,140229.284104,31b46262-8ccd-4872-9a8e-59d332a70cc4,1.25960338896,1.25960338785,1.25960338785,0.056757988363
29267,29268,29315,29315,IDN,PT.PENAMBANGAN, , , ,SK.411/Menhut-II/04, , ,43227,Indonesia Ministry of Forestry,2014,102174.421543,dcbd7665-52e3-49f6-9345-5dbc9ce5c393,0.917793029638,0.917793028977,0.917793028977,0.0348775037011
29268,29269,29316,29316,IDN,PT.RODAMAS Tbr KALIMANTAN, , , ,96/Kpts-II/2000, , ,18323,Indonesia Ministry of Forestry,2014,60630.2926108,e4a60191-fc22-4e0d-9914-3b75afd51e17,0.544608595509,0.544608594655,0.544608594656,0.0147841950887
29269,29270,29317,29317,IDN,PT.SIMA AGUNG, , , ,148/Kpts-II/95, , ,45481,Indonesia Ministry of Forestry,2014,113538.665078,5e6aa62c-2e89-43f6-bcd3-b9b49cf9d222,1.01987027741,1.01987027861,1.01987027861,0.0366965872884
29270,29271,29318,29318,IDN,PT.PORODISA TRADING AND INDUSTRIAL CO., , , ,823/Kpts-II/93, , ,51762,Indonesia Ministry of Forestry,2014,156419.77274,3c34258c-48b7-4862-9575-d4f21a43211a,1.40506114171,1.40506113694,1.40506113694,0.041765179325
29271,29272,29319,29319,IDN,PT.WANGSA KARYA LESTARI, , , ,543/Menhut-II/2006, , ,21164,Indonesia Ministry of Forestry,2014,72655.4591023,fba5c42d-126c-4e13-a738-8706a83195e7,0.652645942997,0.652645942345,0.652645942345,0.0170763392374
29272,29273,29320,29320,IDN,PT.RODAMAS Tbr KALIMANTAN, , , ,96/Kpts-II/2000, , ,18341,Indonesia Ministry of Forestry,2014,84766.8169664,8bdd7558-bcba-4238-a91e-e57780fc28e4,0.761445201543,0.761445200269,0.761445200269,0.0147990811971
29273,29274,29321,29321,IDN,PT.MARIMUN TIMBER INDUSTRI, , , ,101/Kpts-II/2000, , ,40361,Indonesia Ministry of Forestry,2014,127030.567399,5b0aacb5-ab78-4c14-944f-1f1e2d7141f3,1.14109652627,1.14109652569,1.14109652569,0.032567513212
29274,29275,29322,29322,IDN,PT.MELAPI TIMBER, , , ,SK 105/Menhut-II/05, , ,82322,Indonesia Ministry of Forestry,2014,218243.762426,5e5a2a7a-4cba-4872-bcfe-0b7a769eb03f,1.96045654732,1.96045655131,1.96045655131,0.0664266667346
29275,29276,29323,29323,IDN,PT.PORODISA TRADING AND INDUSTRIAL CO., , , ,823/Kpts-II/93, , ,106774,Indonesia Ministry of Forestry,2014,247597.53829,96305759-4d5d-4d18-b788-6647cacdfff2,2.22413347884,2.2241334724,2.2241334724,0.0861583245898
29276,29277,29324,29324,IDN,PT.UTAMA DAMAI INDAH Tbr, , , ,SK 52/Menhut-II/05, , ,38054,Indonesia Ministry of Forestry,2014,109181.897664,a61f8136-201b-4be1-9893-223d90a4e6fa,0.980536631291,0.980536631207,0.980536631207,0.0306963596244
29277,29278,29325,29325,IDN,PT.RODAMAS Tbr KALIMANTAN, , , ,96/Kpts-II/2000, , ,73,Indonesia Ministry of Forestry,2014,7323.07709521,f5ad23eb-dbd8-4047-a0fb-74a02f71fa4e,0.0657836293068,0.0657836298406,0.0657836298404,5.85125386208e-05
29278,29279,29326,29326,IDN,PT.RODAMAS Tbr KALIMANTAN, , , ,96/Kpts-II/2000, , ,24819,Indonesia Ministry of Forestry,2014,131591.367922,859830cb-35bb-47be-bd7c-e1345491d50f,1.18206088267,1.18206088168,1.18206088168,0.0200259148453
29279,29280,29327,29327,IDN,PT.TRIWIRA ASTA BARATA, , , ,37/Kpts-II/90, , ,63,Indonesia Ministry of Forestry,2014,15519.5383177,d5a6337a-f513-4215-8b57-41d090367e30,0.139414365185,0.139414365447,0.139414365447,5.06332190693e-05
29280,29281,29328,29328,IDN,PT.KEDAP SAYAAQ, , , ,522.21/1635Proda.1/II/02, , ,980,Indonesia Ministry of Forestry,2014,15135.6221089,dbc8d8f6-b43d-4aa3-baca-40a03a9cfe07,0.135965555369,0.135965556588,0.135965556588,0.000791098230785
29281,29282,29329,29329,IDN,PT.KEDAP SAYAAQ, , , ,522.21/1635Proda.1/II/02, , ,3103,Indonesia Ministry of Forestry,2014,46791.3733465,28267524-2a83-45b5-9f8b-ef5882f1c06c,0.420333889453,0.42033389108,0.42033389108,0.00250405200882
29282,29283,29330,29330,IDN,PT.TIMBER DANA, , , ,80/Kpts-II/00, , ,24,Indonesia Ministry of Forestry,2014,2351.95363939,866eecb6-5983-4b11-8530-cc4eed65968d,0.0211263503062,0.0211263505451,0.0211263505451,1.90995811355e-05
29283,29284,29331,29331,IDN,PT.RODAMAS Tbr KALIMANTAN, , , ,96/Kpts-II/2000, , ,53809,Indonesia Ministry of Forestry,2014,151291.461553,609c4066-8dd1-4593-b391-bee1fab1fb7c,1.35899994247,1.35899994468,1.35899994468,0.0434183228154
29284,29285,29332,29332,IDN,PT.INHUTANI II (UNIT TANAH GROGOT), , , ,109/Kpts-II/91, , ,164,Indonesia Ministry of Forestry,2014,7278.75427596,3025008e-da32-402e-a62e-81f44fd1b209,0.0653732685904,0.0653732695304,0.0653732695304,0.000131835768788
29285,29286,29333,29333,IDN,PT. INHUTANI II, , , ,578/Menhut-II/2009, , ,71854,Indonesia Ministry of Forestry,2014,106505.336911,254dbbc4-c84c-432b-8eab-05fe6875c2c1,0.955820318185,0.955820317685,0.955820317684,0.0578627425646
29286,29287,29334,29334,IDN,PT.INHUTANI II (UNIT TANAH GROGOT), , , ,109/Kpts-II/91, , ,0,Indonesia Ministry of Forestry,2014,348.971766604,733250c4-6330-4e9e-ad5a-7dfb42bac66d,0.00313436452847,0.00313436452386,0.00313436452381,5.42349607196e-08
29287,29288,29335,29335,IDN,PT.INHUTANI II (UNIT TANAH GROGOT), , , ,109/Kpts-II/91, , ,27,Indonesia Ministry of Forestry,2014,4902.11900306,f5182fa9-29a5-4317-9c17-26b69eb13355,0.0440313738826,0.0440313729344,0.0440313729342,2.21660284319e-05
29288,29289,29336,29336,IDN,PT.MUGITRIMAN INTERNATIONAL, , , ,248/Kpts-II/89, , ,796,Indonesia Ministry of Forestry,2014,11298.9145317,d4e28ef5-4654-45f8-b581-f5e733d48bdc,0.101481770259,0.10148177002,0.10148177002,0.000641998457685
29289,29290,29337,29337,IDN,PT.MUGITRIMAN INTERNATIONAL, , , ,248/Kpts-II/89, , ,2996,Indonesia Ministry of Forestry,2014,29729.3588183,c437fcf1-3e65-4404-be02-8ceacf57ff22,0.267014605734,0.267014605837,0.267014605837,0.0024172595923
29290,29291,29338,29338,IDN,PT.MUGITRIMAN INTERNATIONAL, , , ,248/Kpts-II/89, , ,0,Indonesia Ministry of Forestry,2014,119.759306278,a65c0b90-dc1e-4763-8174-8e648132e524,0.00107565681901,0.00107565728858,0.00107565728871,1.03494331162e-10
29291,29292,29339,29339,IDN,PT.MUGITRIMAN INTERNATIONAL, , , ,248/Kpts-II/89, , ,672,Indonesia Ministry of Forestry,2014,14327.4268674,b46bf786-ca0d-4524-8d17-320d139b3ad9,0.12867863356,0.128678632361,0.128678632361,0.000542269865435
29292,29293,29340,29340,IDN,PT.RODAMAS Tbr KALIMANTAN, , , ,96/Kpts-II/2000, , ,6,Indonesia Ministry of Forestry,2014,2832.90650147,102883c5-c795-4305-a64c-df1f34a32b6e,0.0254483031571,0.0254483028364,0.0254483028365,5.15839992652e-06
29293,29294,29341,29341,IDN,PT.RODAMAS Tbr KALIMANTAN, , , ,96/Kpts-II/2000, , ,8,Indonesia Ministry of Forestry,2014,2261.24453742,b8323511-0ca4-4b3c-81f5-ca056a4e74ef,0.0203126315798,0.0203126310691,0.020312631069,6.23865524113e-06
29294,29295,29342,29342,IDN,PT.HANURATA COY, , , ,265/Kpts-II/98, , ,40896,Indonesia Ministry of Forestry,2014,106763.789717,cb770974-6058-4ecd-b94f-b7de7a28c505,0.958996366721,0.958996367173,0.958996367174,0.0329944345912
29295,29296,29343,29343,IDN,PT.OCEANIS TIMBER, , , ,SK 456/Menhut-II/05, , ,67628,Indonesia Ministry of Forestry,2014,154729.628318,ccc7cfbd-2c8b-4dc1-88c7-dca5d2b9f998,1.38981071092,1.38981071335,1.38981071335,0.0545638874128
29296,29297,29344,29344,IDN,PT.DAISY TIMBER, , , ,113/Kpts-II/2000, , ,33051,Indonesia Ministry of Forestry,2014,105946.944246,2090522e-d837-4109-bcf9-5ab5e51804bd,0.951638070066,0.951638070895,0.951638070895,0.0266658350485
29297,29298,29345,29345,IDN,PT.SUMBER MAS TIMBER, , , ,SK 25/Menhut-II/06, , ,55168,Indonesia Ministry of Forestry,2014,275541.617511,2ecf5b7c-fd33-4367-8e8e-6689f6b09f1a,2.47501914096,2.47501914242,2.47501914243,0.0445123361175
29298,29299,29346,29346,IDN,PT.HANURATA COY, , , ,265/Kpts-II/98, , ,101497,Indonesia Ministry of Forestry,2014,155239.953784,aa258090-a1c4-4e7e-b405-0a9b10dd61a1,1.3944263632,1.39442636246,1.39442636246,0.0818910537984
29299,29300,29347,29347,IDN,PT.KARYA WIJAYA SUKSES, , , ,SK 192/Menhut-II/06, , ,8,Indonesia Ministry of Forestry,2014,2261.24453742,4e9fff0e-ae84-4167-9a8a-aa5af2ccd6ef,0.0203126315798,0.0203126310691,0.020312631069,6.23865524113e-06
29300,29301,29348,29348,IDN,PT.RIMBA SEMPANA MAKMUR, , , ,SK 73/Menhut-II/06, , ,27552,Indonesia Ministry of Forestry,2014,83151.5242377,0f4cdc93-7d13-40ec-afb2-2f50a6ff0ba4,0.746937922496,0.74693792093,0.74693792093,0.0222318462974
29301,29302,29349,29349,IDN,PT.INHUTANI I (UNIT KUNYIT-SIMENDURUT), , , ,SK 560/Menhut-II/06, , ,68717,Indonesia Ministry of Forestry,2014,146215.980314,44227dfa-10de-46da-a9a1-ee2f3cc2ea5a,1.31201722789,1.31201722892,1.31201722892,0.0553112914495
29302,29303,29350,29350,IDN,PT.INHUTANI I (UNIT KUNYIT-SIMENDURUT), , , ,SK 560/Menhut-II/06, , ,52292,Indonesia Ministry of Forestry,2014,184974.662408,42b823d5-1473-4584-90e7-b7e2ccdf859e,1.65958041865,1.65958042046,1.65958042046,0.0421013595099
29303,29304,29351,29351,IDN,PT.INHUTANI I (UNIT MERAANG), , , ,SK 561/Menhut-II/06, , ,148517,Indonesia Ministry of Forestry,2014,196586.488286,f47fc240-e22d-45ad-8eeb-5c19a3e58aa7,1.76541261216,1.76541261056,1.76541261056,0.119774270021
29304,29305,29352,29352,IDN,PT.INHUTANI I (UNIT LABANAN), , , ,SK 484/Menhut-II/06, , ,72081,Indonesia Ministry of Forestry,2014,177367.95336,20d29a80-4137-4693-ac88-f19402bb25e7,1.59283742284,1.59283742699,1.59283742699,0.0581374452214
29305,29306,29353,29353,IDN,PT.TRIWIRA ASTA BARATA, , , ,37/Kpts-II/90, , ,63324,Indonesia Ministry of Forestry,2014,124492.259976,d56881a1-cd7a-4a21-b954-8e67cd87ff6b,1.11833188071,1.11833188105,1.11833188105,0.0511005133182
29306,29307,29354,29354,IDN,PT.TRIWIRA ASTA BARATA, , , ,37/Kpts-II/90, , ,0,Indonesia Ministry of Forestry,2014,90.1905368619,998b4216-ff27-4648-b120-471c7f147e26,0.00081019531695,0.000810195050109,0.000810195050003,1.70516455815e-10
29307,29308,29355,29355,IDN,PT.TIMBER DANA, , , ,80/Kpts-II/00, , ,95493,Indonesia Ministry of Forestry,2014,250620.294859,3fc28077-2926-4ebb-a39d-12419915effd,2.25120883676,2.25120883491,2.25120883491,0.0770504165534
29308,29309,29356,29356,IDN,PT.INHUTANI II (UNIT TANAH GROGOT), , , ,109/Kpts-II/91, , ,69567,Indonesia Ministry of Forestry,2014,237361.143084,aadc588f-3a23-4e18-934b-69e94c3a8447,2.13158465271,2.13158465207,2.13158465207,0.0560959917062
29309,29310,29357,29357,IDN,PT. BALIKPAPAN FOREST INDUSTRI, , , ,529/Menhut-II/2009, , ,141936,Indonesia Ministry of Forestry,2014,370188.191364,2452f57f-2d9c-4b80-9d8d-30b563cfdd62,3.32519955538,3.32519955727,3.32519955727,0.114520035865
29310,29311,29358,29358,IDN,PT.SUMALINDO LESTARI JAYA I (Eks HPH PT GOMPU), , , ,418/Kpts-II/94, , ,36519,Indonesia Ministry of Forestry,2014,116195.246924,c8e90d40-0187-49da-864f-53dc4d84232d,1.04369299788,1.04369299743,1.04369299743,0.0294617686969
29311,29312,29359,29359,IDN,PT.BATU KARANG SAKTI, , , ,SK 66/Menhut-II/06, , ,47719,Indonesia Ministry of Forestry,2014,198154.519926,915e24ce-d38f-42b2-9feb-1a839448ef80,1.77860458551,1.77860458265,1.77860458265,0.0384403867262
29312,29313,29360,29360,IDN,PT.KARYA WIJAYA SUKSES, , , ,SK 192/Menhut-II/06, , ,22604,Indonesia Ministry of Forestry,2014,70186.8956577,393e7d2f-5af2-4eef-a928-7a5c7c4ccf7d,0.630475046377,0.630475049652,0.630475049651,0.0182388691342
29313,29314,29361,29361,IDN,PT.TELAKAI MANDIRI SEJAHTERA, , , ,Sk106/Menhut-II/2006, , ,33699,Indonesia Ministry of Forestry,2014,168978.230814,476d200e-6546-4ce5-828d-108fb511e44e,1.51781665685,1.51781665975,1.51781665975,0.0271878484991
29314,29315,29362,29362,IDN,PT.JAYA TIMBER TRADING, , , ,100/Kpts-II/01, , ,10936,Indonesia Ministry of Forestry,2014,71758.3778605,89693468-2091-4ccc-a07f-cc1099681429,0.644611208469,0.644611208921,0.64461120892,0.0088250284855
29315,29316,29363,29363,IDN,KUD.BERINGIN MULYA, , , ,845/Kpts-VI/99, , ,21597,Indonesia Ministry of Forestry,2014,92618.409488,8196cb5c-08a5-49c8-8828-5860885244f8,0.831974509786,0.83197451128,0.831974511279,0.0174270100567
29316,29317,29364,29364,IDN,PT.JAYA TIMBER TRADING, , , ,100/Kpts-II/01, , ,18732,Indonesia Ministry of Forestry,2014,97896.5040635,26b691c4-c036-4a91-a0f8-009c71529a15,0.879404963732,0.879404965288,0.879404965288,0.0151158832267
29317,29318,29365,29365,IDN,CV.PARI JAYA MAKMUR, , , ,SK 98/ Menhut-II/2006, , ,12229,Indonesia Ministry of Forestry,2014,72440.0444585,1db8bc62-03a9-4a34-a09a-49d558c89ef7,0.650728593452,0.650728592921,0.650728592921,0.00986824876974
29318,29319,29366,29366,IDN,PT.PAKAR MULA BHAKTI, , , ,765/Kpts-II/90, , ,50180,Indonesia Ministry of Forestry,2014,130423.549524,38c21559-28b9-4199-ab79-f383c561954f,1.17160529784,1.1716053001,1.1716053001,0.0404932329753
29319,29320,29367,29367,IDN,KOP.PONDOK PESANTREN DARUSSALAM, , , ,112/Kpts-II/94, , ,21196,Indonesia Ministry of Forestry,2014,60945.0665266,5258ad66-6b2d-423f-b8e1-a5eb3492c00e,0.547476294694,0.547476295397,0.547476295397,0.0171041765813
29320,29321,29368,29368,IDN,PT.AGRO CITY KALTIM, , , ,SK 100/Menhut-II/06, , ,16507,Indonesia Ministry of Forestry,2014,97842.0700318,a40255f3-80e0-484a-9407-1e74c4faf569,0.878929309816,0.878929310438,0.878929310438,0.0133208440909
29321,29322,29369,29369,IDN,PT.MARIMUN TIMBER INDUSTRI, , , ,101/Kpts-II/2000, , ,33204,Indonesia Ministry of Forestry,2014,101255.513116,1c33c4a3-fd3d-4d89-97bf-87b367070f50,0.909592641992,0.909592642415,0.909592642415,0.0267948643815
29322,29323,29370,29370,IDN,PT.HARAPAN KALTIM LESTARI, , , ,SK.187/Menhut-II/06, , ,44761,Indonesia Ministry of Forestry,2014,131408.961464,9ba683ab-907a-4e0f-9694-df668cbdddb6,1.18044076292,1.18044076475,1.18044076475,0.0361196795297
29323,29324,29371,29371,IDN,PT.INDOWANA ARGA TIMBER, , , ,211/Kpts-II/1996, , ,38858,Indonesia Ministry of Forestry,2014,88026.6405551,77fd673c-70f7-4d6a-9b14-f98ab60a6b02,0.790659052032,0.790659051444,0.790659051444,0.0313518797964
29324,29325,29372,29372,IDN,PT.TELAGAMAS KALIMANTAN, , , ,478/Kpts-II/94, , ,84947,Indonesia Ministry of Forestry,2014,283800.804608,8fd53f0a-13ed-4b62-9f0b-5a91aab07483,2.54893725922,2.54893724946,2.54893724946,0.0685268688644
29325,29326,29373,29373,IDN,PT.RIZKI KACIDA KEANA (JANGKA 15 TH), , , ,354/Menhut-II/2006, , ,30178,Indonesia Ministry of Forestry,2014,140949.11739,90055b08-47c7-4f7e-b876-17ef691d12ea,1.26593210382,1.26593209803,1.26593209803,0.024344229787
29326,29327,29374,29374,IDN,PT.TELAGAMAS KALIMANTAN, , , ,478/Kpts-II/94, , ,32600,Indonesia Ministry of Forestry,2014,101774.731361,ff20e600-7e9b-49eb-a174-12e7e525a123,0.91395894531,0.91395894623,0.91395894623,0.0262955524775
29327,29328,29375,29375,IDN,PT.WANA ADIPRIMA MANDIRI, , , ,SK 196/Menhut-II/06, , ,0,Indonesia Ministry of Forestry,2014,29.0055314847,32453906-e5ff-4ca1-8c31-6ee54864502a,0.000260288287428,0.000260287771481,0.000260287771484,3.23483625643e-09
29328,29329,29376,29376,IDN,PT.INHUTANI II (UNIT TANAH GROGOT), , , ,109/Kpts-II/91, , ,9,Indonesia Ministry of Forestry,2014,2280.97200535,424677ae-ad1f-46ee-ab7f-2d9e991edd07,0.0204863699462,0.0204863697469,0.020486369747,7.29326166848e-06
