,PROVINCE,LEGAL_STAT,HGU,AREA_HGU,SOURCES,PELEPASAN,AREA_LEPAS,IJIN_LOKAS,AREA_ILOK,AREA_IUP,HECTARES,PERIMETER,AREA,PO_COM,IUP,commodity,PO_GROUP,DISTRICT,LIC_PROCES
0,Riau,no data,,0,Riau Province 2013 revised by RSPO 2014,,0,,0,0,140.0042167,10240.88853,1399088.836,PT Meganusa Intisawit,,Palm oil,Wijaya family/Sinar Mas/GAR,Indragiri Hulu,
1,Riau,no data,,0,Riau Province 2013 revised by RSPO 2014,,0,,0,0,12.51512168,2079.911111,125065.9975,PT Meganusa Intisawit,,Palm oil,Wijaya family/Sinar Mas/GAR,Indragiri Hulu,
2,Riau,no data,,0,Riau Province 2013 revised by RSPO 2014,,0,,0,0,37.72475197,3757.65514,376990.6403,PT Meganusa Intisawit,,Palm oil,Wijaya family/Sinar Mas/GAR,Indragiri Hulu,
3,Riau,no data,,0,Riau Province 2013 revised by RSPO 2014,,0,,0,0,2364.272233,42612.25981,23626623.28,PT Meganusa Intisawit,,Palm oil,Wijaya family/Sinar Mas/GAR,Indragiri Hulu,
4,Riau,no data,,0,RSPO 2014,,0,,0,0,5107.131318,112468.017,51036537.16,PT Meganusa Intisawit,,Palm oil,Wijaya family/Sinar Mas/GAR,Indragiri Hulu,
5,East Kalimantan,HGU,,0,BPN online map 2018,220/KPTS-II/1995,2503,,0,0,2275.784918,44064.29231,22742352.66,PT Perkebunan Nusantara XIII,,Palm oil,Perkebunan Nusantara,Paser,
6,East Kalimantan,no data,,0,The Nature Conservation 2008,,0,,0,0,2550.252872,29261.35463,25485163.27,PT Perkebunan Nusantara XIII,,Palm oil,Perkebunan Nusantara,Paser,
7,East Kalimantan,no data,,0,The Nature Conservation 2008,,0,,0,0,2149.915919,38252.93943,21484519.76,PT Perkebunan Nusantara XIII,,Palm oil,Perkebunan Nusantara,Paser,
8,East Kalimantan,no data,,0,East Kalimantan Province Plantation Agency 2017,,0,,0,0,19196.67101,93353.32488,191835994.1,PT Perkebunan Nusantara XIII,,Palm oil,Perkebunan Nusantara,Paser,
9,Central Kalimantan,no data,,0,Based on HGU and IL permit information supplied by other NGOs,no data,0,,0,0,639.5891464,11233.81683,6391536.306,PT Sawit Prima Lestari,,Palm oil,,Lamandau,
10,Central Kalimantan,HGU,02/HGU/BPN/1999 date 01/06/1999,15153,BPN online map 2019,,0,,0,0,15148.98723,50526.51755,151386718.3,PT Pilar Wanapersada,,Palm oil,Theodore Rachmat and family/Dharma Satya Nusantara (DSN),Lamandau,
11,West Kalimantan,no data,,0,PO_Plantation_West_Kalimantan_2010.shp,,0,,0,0,4506.136152,44197.59274,45030677.86,PT Prakarsa Tani Sejati,,Palm oil,Bumi Raya Utama,Ketapang,
12,Central Kalimantan,HGU,,0,Central Kalimantan Province Plantation Agency 2016,,0,711.480.42/X/2004,3000,0,2513.882968,28376.12412,25121711.88,PT Kalimantan Sawit Abadi,,Palm oil,Citra Borneo Indah,Kotawaringin Barat,
13,Central Kalimantan,HGU,81/HGU/BPN/2005 date 07/04/2005,1907,BPN online map 2018,,0,89.480.42/BPN/2005 date 02/05/2005,0,0,2095.443388,34957.58664,20940165.36,PT Surya Sawit Sejati,,Palm oil,United Plantations,Kotawaringin Barat,
14,Central Kalimantan,no data,,0,BPN online map 2018,,0,,0,0,457.4849268,13335.96712,4571734.113,PT Surya Sawit Sejati,,Palm oil,United Plantations,Kotawaringin Barat,
15,Central Kalimantan,HGU,,0,BPN online map 2018,,0,,0,0,401.9370525,7662.552423,4016633.612,PT Surya Sawit Sejati,,Palm oil,United Plantations,Kotawaringin Barat,
16,Central Kalimantan,no data,,0,BPN online map 2018,,0,,0,0,574.93631,14462.58845,5745448.183,PT Surya Sawit Sejati,,Palm oil,United Plantations,Kotawaringin Barat,
17,Central Kalimantan,HGU,,0,Based on HGU and IL permit information supplied by other NGOs,,0,,0,0,605.2133828,10366.02102,6048012.745,PT Mata Epsi Agro,,Palm oil,Medco,Kotawaringin Barat,
18,Central Kalimantan,HGU,/HGU/BPN/2001,903,Based on HGU and IL permit information supplied by other NGOs,,0,43.480.42/BPN/III/1998 date 01/20/1998,903,0,2412.709128,25264.55779,24110662.41,PT Sungai Rangit Jaya,,Palm oil,Sampoerna Agro,Kotawaringin Barat,
19,Central Kalimantan,no data,,0,Geo RSPO online map 2019,,0,,0,0,0.660288943,335.4329688,6598.393317,Koperasi Unit Desa (KUD) Tani Subur,,Palm oil,,Kotawaringin Barat,
20,Central Kalimantan,no data,,0,Geo RSPO online map 2019,,0,,0,0,2.65864078,796.1338713,26568.3043,Koperasi Unit Desa (KUD) Tani Subur,,Palm oil,,Kotawaringin Barat,
21,Central Kalimantan,no data,,0,Geo RSPO online map 2019,,0,,0,0,1.256526552,448.7306786,12556.70945,Koperasi Unit Desa (KUD) Tani Subur,,Palm oil,,Kotawaringin Barat,
22,Central Kalimantan,HGU,12/HGU/BPN/2004 date 03/10/2004,242,Based on HGU and IL permit information supplied by other NGOs,,0,43.480.42/BPN/III/1998 date 01/20/1998,0,0,192.3836557,5633.394419,1922526.558,PT Sungai Rangit Jaya,,Palm oil,Sampoerna Agro,Kotawaringin Barat,
23,Central Kalimantan,HGU,,0,Based on HGU and IL permit information supplied by other NGOs,,0,,0,0,333.6139245,7588.213313,3333867.565,PT Mata Epsi Agro,,Palm oil,Medco,Kotawaringin Barat,
24,Central Kalimantan,no data,,0,Based on HGU and IL permit information supplied by other NGOs,,0,,0,0,1722.880253,22171.34666,17217070.91,PT Sukses Karya Mandiri,,Palm oil,Theodore Rachmat and family/Triputra,Sukamara and Lamandau,
25,Central Kalimantan,HGU,/HGU/BPN/99 date 07/27/1999,10335,Based on HGU and IL permit information supplied by other NGOs,,0,,0,0,1023.904267,17375.33017,10232070.6,PT Indotruba Tengah,,Palm oil,Sime Darby,Seruyan and Kotawaringin Barat,
26,Central Kalimantan,HGU,73/HGU/BPN/97 date 07/15/1997,6400,Based on HGU and IL permit information supplied by other NGOs,,0,312/480.42/BPN/1995 date 09/03/1995,0,0,7279.451855,40231.44977,72744950.54,PT Wana Sawit Subur Lestari,,Palm oil,Best International/Best Agro Plantation,Seruyan and Kotawaringin Barat,
27,Central Kalimantan,HGU,25/HGU/BPN/1996 date 07/06/1996,7850.55,BPN online map 2019,,0,793/GKTG/1992 date 02/12/1992,0,0,7853.834417,38471.01071,78484865.01,PT Surya Indah Nusantara Pagi,,Palm oil,Jardine Matheson/Astra Agro Lestari,Kotawaringin Barat and Seruyan,
28,Central Kalimantan,HGU,37/HGU/BPN/2005 date 04/14/2005,9736,Sawit Watch Dataset 2019,no data,0,,0,0,9962.634016,48501.32129,99558501.54,PT Tunas Agro Subur Kencana,,no data,,Kotawaringin Timur,
29,Central Kalimantan,HGU,9/HGU/BPN/1999 date 12/10/1999,14425.43,Based on HGU and IL permit information supplied by other NGOs,,0,,0,0,14616.34447,71296.0332,146063917.6,PT Bisma Dharma Kencana,,no data,,Katingan and Kotawaringin Timur,
30,Central Kalimantan,HGU,64/HGU/BPN/05 date 06/02/2005,11050,BPN online map 2019,,0,,0,0,4754.041834,58212.13105,47508046.62,PT Bumi Sawit Kencana,,Palm oil,Wilmar,Kotawaringin Timur,
31,Central Kalimantan,HGU,,5734.8,BPN online map 2019,no data,0,436.460.42/BPN date 12/29/2005,0,5735,3182.093946,30540.85473,31799271.61,PT Globalindo Alam Perkasa,525.26/605/X/Ekbang/2005,Palm oil,Musim Mas,Kotawaringin Timur,
32,Central Kalimantan,HGU,10/HGU/BPN/2006 date 08/22/2006,8132.77,Based on HGU and IL permit information supplied by other NGOs,189/KPTS-II/2000,10098,673.460.42/BPN,8200,0,8139.386478,41618.51365,81338441.21,PT Hamparan Masawit  Bangun Persada,,Palm oil,Best Group,Kotawaringin Timur,
33,Central Kalimantan,Location Permit,,0,Based on HGU and IL permit information supplied by other NGOs,,0,573.460.42/BPN date 12/08/2004,8250,0,3409.303862,34613.26246,34069823.62,PT Hutanindo Agro Lestari,,no data,,Kotawaringin Timur,
34,Central Kalimantan,Location Permit,,0,Based on HGU and IL permit information supplied by other NGOs,,0,573.460.42/BPN date 12/08/2004,8250,0,242.9341847,7147.80282,2427687.634,PT Hutanindo Agro Lestari,,no data,,Kotawaringin Timur,
35,Central Kalimantan,HGU,22/HGU/BPN/2003 date 06/19/2003,7340.02,Central Kalimantan Province Plantation Agency 2016,no data,0,26.460.42 date 09/17/2002,8000,0,7334.851834,72098.77639,73298573.09,PT London Sumatra Internasional Tbk,,Palm oil,Salim/IndoAgri,Kotawaringin Timur,
36,Central Kalimantan,HGU,No. 41/2007 date 10/03/2007 & HGU 45/2008 date 01/03/2008,11887,BPN online map 2019,,0,434.460.42 date 12/29/2005,11887,11887,6232.853404,35290.55585,62286092.63,PT Maju Aneka Sawit,525.26/492/VI/EKBANG/2006,Palm oil,Musim Mas,Kotawaringin Timur,
37,Central Kalimantan,HGU,89/HGU/BPN/2004 date10/18/2004 (?),12639,BPN online map 2020,no data,0,830.460.42 date 12/18/2004,10130,0,12635.95606,43618.15794,126273518.5,PT Tunas Agro Subur Kencana,,Palm oil,Best International/Best Agro Plantation,Kotawaringin Timur,
38,Central Kalimantan,HGU,27/HGU/BPN/2007 date 06/07/2007,6299.88,Based on HGU and IL permit information supplied by other NGOs,,0,,5300,0,4995.120106,33222.49075,49917187.76,PT Hutan Sawit Lestari,,no data,Hutanindo Lestari,Kotawaringin Timur,
39,Central Kalimantan,HGU,27/HGU/BPN/2007 date 06/07/2007,6299.88,Based on HGU and IL permit information supplied by other NGOs,,0,,5300,0,384.5526931,9325.333856,3842908.394,PT Hutan Sawit Lestari,,no data,Hutanindo Lestari,Kotawaringin Timur,
40,Central Kalimantan,HGU,65/HGU/BPN/05 date 06/02/2005,19451.75,BPN online map 2019,no data,0,,0,0,19655.44767,57622.52139,196420636.7,PT Karunia Kencana Permai Sejati,,Palm oil,Wilmar,Kotawaringin Timur,
41,Central Kalimantan,HGU,27/HGU/BPN/2007 date 06/07/2007,6299.88,Based on HGU and IL permit information supplied by other NGOs,,0,,5300,0,838.7493164,13996.14532,8381781.863,PT Hutan Sawit Lestari,,no data,Hutanindo Lestari,Kotawaringin Timur,
42,Central Kalimantan,Location Permit,,0,Based on HGU and IL permit information supplied by other NGOs, ,0,"13,460.42/BPN date 05/02/2001",2300,0,3122.7916,31799.51273,31206651.95,PT Inhutani III,,Palm oil,Perum Perhutani,Kotawaringin Timur,
43,Central Kalimantan,HGU,99/HGU/BPN/2005 date 07/08/2005,9055.5,Based on HGU and IL permit information supplied by other NGOs,,0,424.460.42 date 06/18/2003,7830,0,9055.804684,43197.57183,90496383.09,PT Mulia Agro Permai,,Palm oil,Kuala Lumpur Kepong (KLK),Kotawaringin Timur,
44,Central Kalimantan,Location Permit,,0,Central Kalimantan Province Plantation Agency 2016,,0,81.460.42 date 01/24/2005,3000,0,4414.15782,28933.92228,44111520.85,PT Inhutani III,,Palm oil,Perum Perhutani,Kotawaringin Timur,
45,Central Kalimantan,HGU,,704.6,BPN online map 2019,,0,,0,0,784.2606771,12028.3511,7837266.5,PT Mitra Unggul Tama Perkasa,,Palm oil,Best International/Best Agro Plantation,Seruyan,HGU Recomendation Letter No. 03.15.11.2007 date 01/29/2007
46,Central Kalimantan,no data,,0,Based on HGU and IL permit information supplied by other NGOs,,0,,0,0,1492.698055,16596.58905,14916816.32,PT Mega Ika Khansa,,Palm oil,Theodore Rachmat and family/Triputra,Seruyan,
47,Central Kalimantan,no data,,0,Based on HGU and IL permit information supplied by other NGOs,no data,0,,0,0,8190.90157,57865.33922,81853241.34,PT Kalimantan Hijau Sentosa,,no data,,Kotawaringin Timur,
48,Central Kalimantan,no data,,0,Based on HGU and IL permit information supplied by other NGOs,,0,,0,0,13180.46518,51547.43723,131714902,PT Natai Sawit Perkasa,,no data,,Kotawaringin Barat,
49,Central Kalimantan,no data,,13858,Based on HGU and IL permit information supplied by other NGOs,302/KPTS-II/1997 and 832/KPTS-II/1997,12019,,0,0,13850.61361,61860.5205,138411823,PT Graha Cakramulia,,Palm oil,Theodore Rachmat and family/Union Sampoerna Triputa Persada (JV between Triputra and Union Persada),Lamandau and Sukamara,HGU Recomendation Letter No. 55/HGU/BPN/98 date 08/13/1998
50,Central Kalimantan,Location Permit,,0,Central Kalimantan Province Plantation Agency 2016,,0,293.480.42/BPN date 03/30/1994,17500,0,1386.365946,25865.49504,13854219.27,PT Kalimantan Sawit Kusuma,,no data,,Sukamara,HGU Process
51,South Kalimantan,HGU,22/HGU/BPN/1999,0,BPN online map 2018,,0,,0,1624.8,1627.543093,17897.86395,16264348.49,PT Sajang Heulang,22/PT. -KB/1999,Palm oil,Sime Darby,Tanah Bumbu,
52,South Kalimantan,HGU,22/HGU/BPN/1999,0,RSPO,,0,,0,150.48,196.7043301,6142.872006,1965703.881,PT Sajang Heulang,22/PT. -KB/1999,Palm oil,Sime Darby,Tanah Bumbu,
53,South Kalimantan,HGU,22/HGU/BPN/1999,0,RSPO,,0,,0,200.68,170.3288872,6330.733924,1702129.05,PT Sajang Heulang,22/PT. -KB/1999,Palm oil,Sime Darby,Tanah Bumbu,
54,South Kalimantan,HGU,22/HGU/BPN/1999,0,RSPO,,0,,0,328.99,319.9355338,9747.793417,3197176.799,PT Sajang Heulang,22/PT. -KB/1999,Palm oil,Sime Darby,Tanah Bumbu,
55,South Kalimantan,HGU,01/HGU/BPN/2003,1010,SarVision Indonesia 2007,59/KPTS-II/1998,35300,,0,631.48,632.4782548,24085.58607,6320475.81,PT Perkebunan Nusantara XIII (Block Pamukan),01/PT. -KB-2003,Palm oil,Perkebunan Nusantara,Kotabaru,
56,South Kalimantan,HGU,09/HGU/BPN/1998,5260,SarVision Indonesia 2007,,0,,0,39.54,39.64838998,3897.892276,396213.9218,PT Malindo Jaya Diraja,09/TL/1998,no data,Malindo,Tanahlaut,
57,South Kalimantan,HGU,09/HGU/BPN/1998,5260,SarVision Indonesia 2007,,0,,0,93.3,93.55866464,5938.675113,934949.5768,PT Malindo Jaya Diraja,09/TL/1998,no data,Malindo,Tanahlaut,
58,South Kalimantan,HGU,09/HGU/BPN/2001,136,BPN online map 2018,,0,,0,21.48,21.82741175,2429.084324,218125.4879,PT Cakradenta Agung Pertiwi,09/TB/2001,no data,Jardine Matheson/Astra Agro Lestari,Balangan,
59,South Kalimantan,HGU,36/HGU/BPN/2000,1041,BPN online map 2018,,0,,0,3066,1046.770648,35134.75367,10460578.7,PT Bumi Raya Investindo,188.45/264/Kum/2010 date 05/12/2010,Palm oil,Golden Plantation,Kotabaru,
60,Riau,no data,,0,Jikalahari AND updated by Greenpeace 2007,,0,,0,0,22028.23428,82858.16674,220132345.8,PT Azek Sakti,,Palm oil,,Rokan Hulu,
61,Riau,no data,,0,Jikalahari AND updated by Greenpeace 2007,,0,,0,0,10293.11177,62302.08857,102861028.8,PT Meskom Agro Sarimas,,Palm oil,,Bengkalis,
62,Riau,no data,,0,Jikalahari AND updated by Greenpeace 2007,,0,,0,0,5595.639523,52760.69262,55918292.81,PT Aditya Palma Nusantara,,Palm oil,Darmex Agro,Rokan Hulu,
63,West Kalimantan,no data,,0,PO_Plantation_West_Kalimantan_2010.shp,,0,,0,0,12634.43675,70396.68773,126258335.7,PT Agro Lestari Kencana Makmur,,Palm oil,Rajawali/Eagle High,Melawi,
64,West Kalimantan,no data,,0,PO_Plantation_West_Kalimantan_2010.shp,,0,,0,0,8165.762967,38904.286,81602026.49,PT Citra Permata Serundung,,Palm oil,,Melawi,
65,West Kalimantan,no data,,0,PO_Plantation_West_Kalimantan_2010.shp,,0,,0,0,17656.17704,117471.1413,176441544,PT Merbau Sakti Tani,,Palm oil,,Melawi,
66,West Kalimantan,IUP,,0,IUP Map of Ketapang District 2016,,0,,0,0,19783.35818,92447.09215,197698870.8,PT Mustika Agung Sentosa,,Palm oil,Pasifik Agro Sentosa,Ketapang,
67,West Kalimantan,IUP,,0,RSPO 2013,689/MENHUT-II/2011 date 12/08/2011,18483.2,Decree of Ketapang Regent No. 100/1473/PEM/2013 date 07/18/2013,19000,16700,19088.22816,79999.86571,190752304,PT Karya Makmur Langgeng,Decree of Ketapang Regent No. 510/DISBUN-D/2013 date 10/16/2013,Palm oil,Bumitama,Ketapang,
68,West Kalimantan,no data,,0,PO_Plantation_West_Kalimantan_2010.shp,,0,,0,0,554.1586705,11208.5782,5537813.269,PT Kalimantan Sanggar Pusaka,,Palm oil,Lyman,Sekadau,
69,West Kalimantan,no data,,0,PO_Plantation_West_Kalimantan_2010.shp,,0,,0,0,6361.258076,45536.90831,63569265.01,PT Kalimantan Sanggar Pusaka,,Palm oil,Lyman,Sekadau,
70,West Kalimantan,no data,,0,PO_Plantation_West_Kalimantan_2010.shp,,0,,0,0,194.2272933,5617.132296,1940950.38,PT Bukit Hijau Lestari,,Palm oil,,Sintang,
71,South Kalimantan,Location Permit,,0,BPN online map 2018,135/MENHUT-II/2013,0,Decree of Barito Kuala Regent No. 159/2007 date 05/16/2007,10000,0,11241.11243,89043.727,112334580.1,PT Agri Bumi Sentosa,,Palm oil and rubber,Jaya Agra Wattie,Barito Kuala,
72,Papua,Location Permit,,0,MoEF online map 2017,20/MENHUT-II/2013,37467,Decree of Boven Digoel Regent No. 113/2007,0,0,37934.22331,95071.86555,379083927.4,PT Perkebunan Bovendigoel Abadi,,Palm oil,Digoel Agri,Mappi and Boven Digoel,
73,Riau,no data,,0,MoEF 2013,50/KPTS-II/1994,0,,0,0,7908.256044,40047.28507,79028710.71,PT Agroraya Gematrans,,Palm oil,,Indragiri Hilir,
74,Riau,no data,,0,RSPO 2014,,0,,0,0,6790.541472,43034.3626,67859175.84,PT Surya Dumai Agrindo,,Palm oil,Fangiono Family/First Resources,Bengkalis,
75,West Kalimantan,no data,,0,PO_Plantation_West_Kalimantan_2010.shp,,0,,0,0,14711.96625,146496.5081,147019484.2,PT Patriot Andalas,,Palm oil,Bakrie,Sanggau and Sekadau,
76,West Kalimantan,no data,,0,PO_Plantation_West_Kalimantan_2010.shp,,0,,0,0,7286.447021,53413.78419,72814854.57,PT Mega Sawindo Perkasa,,Palm oil,Incasi Raya,Sanggau,
77,West Kalimantan,no data,,0,PO_Plantation_West_Kalimantan_2010.shp,,0,,0,0,10264.38744,71233.72869,102573981.1,PT Mitra Sawit Kumala Abadi,,Palm oil,,Sanggau,
78,West Kalimantan,Location Permit,,0,IUP Map Kubu Raya District 2015,,0,101/2011 date 03/30/2011,8563,0,9795.666722,52188.01901,97889965.52,PT Rizki Sawit Ambawang,,Palm oil,,Kubu Raya,
79,West Kalimantan,no data,,0,PO_Plantation_West_Kalimantan_2010.shp,,0,,0,0,7995.948585,57565.99226,79905038.99,PT Intitama Berlian Perkebunan,,Palm oil,KPN Corp (formerly Gama),Kubu Raya,
80,West Kalimantan,no data,,0,PO_Plantation_West_Kalimantan_2010.shp,,0,,0,0,2503.081014,27488.60115,25013765.89,PT Perkebunan Nusantara XIII,,Palm oil,Perkebunan Nusantara,Sintang,
81,Central Kalimantan,no data,,0,GAR 2016,,0,,0,0,5774.563591,33619.15571,57706315.14,PT Agrolestari Sentosa,,Palm oil,Wijaya family/Sinar Mas/GAR,Gunung Mas,
82,Central Kalimantan,IUP,,0,Geo RSPO online map 2019,,0,,0,14300,8642.390129,50080.35674,86365052.61,PT Buana Artha Sejahtera,Decree of Central Kalimantan Governor  No. 407/2004 date 04/08/2005,Palm oil,Wijaya family/Sinar Mas/GAR,Kotawaringin Timur and Seruyan,HGU: pending process in relevant institusion (news 2013)
83,Central Kalimantan,Location Permit,,0,RSPO 2013,,0,Decree of Kotawaringin Barat Regent No. 565/68/12/2012,9276.5,0,2051.727007,27086.82468,20503299.23,PT Andalan Sukses Makmur,,Palm oil,Bumitama,Kotawaringin Barat,
84,Central Kalimantan,Location Permit,,0,RSPO 2013,,0,Decree of Kotawaringin Barat Regent No. 565/68/12/2012,9276.5,0,796.0822329,11301.96966,7955401.562,PT Andalan Sukses Makmur,,Palm oil,Bumitama,Kotawaringin Barat,
85,Central Kalimantan,Location Permit,,0,RSPO 2013,,0,Decree of Kotawaringin Barat Regent No. 565/68/12/2012,9276.5,0,6429.233348,83337.29233,64248554.86,PT Andalan Sukses Makmur,,Palm oil,Bumitama,Kotawaringin Barat,
86,East Kalimantan,HGU,66/HGU/BPN RI/2007,0,BPN East Kalimantan Province 2013,,0,,0,15000,10264.80957,97800.2725,102578199.5,PT Dewata Sawit Nusantara,1786/Menhutbun-II/2000,Palm oil,Theodore Rachmat and family/Dharma Satya Nusantara (DSN),Kutai Timur,
87,East Kalimantan,HGU,66/HGU/BPN RI/2007,0,BPN East Kalimantan Province 2013,130/MENHUT-II/2005 date 05/23/2005,10125,,0,8000,9793.788296,53526.52916,97871194.05,PT Dharma Intisawit Nugraha,500/150/Ek-V/2005 date 05/30/2005,Palm oil,Theodore Rachmat and family/Dharma Satya Nusantara (DSN),Kutai Timur,
88,East Kalimantan,IUP,,0,BPN East Kalimantan Province 2013,,0,,0,12076,278.8877795,10814.53661,2786978.763,PT Dharya Hadirra Kartikatama,503/537/Eko.TU-P/IX/2006 date12/08/2006,Palm oil,,Kutai Barat,HGU Process
89,East Kalimantan,IUP,,0,BPN East Kalimantan Province 2013,,0,,0,12076,7.012654518,1125.016487,70078.79387,PT Dharya Hadirra Kartikatama,503/537/Eko.TU-P/IX/2006 date12/08/2006,Palm oil,,Kutai Barat,HGU Process
90,East Kalimantan,IUP,,0,BPN East Kalimantan Province 2013,,0,,0,12076,24.20225285,3389.793178,241857.728,PT Dharya Hadirra Kartikatama,503/537/Eko.TU-P/IX/2006 date12/08/2006,Palm oil,,Kutai Barat,HGU Process
91,East Kalimantan,IUP,,0,BPN East Kalimantan Province 2013,,0,,0,12076,213.4543434,6374.662541,2133089.958,PT Dharya Hadirra Kartikatama,503/537/Eko.TU-P/IX/2006 date12/08/2006,Palm oil,,Kutai Barat,HGU Process
92,East Kalimantan,HGU,,0,BPN East Kalimantan Province 2013,,0,,0,12277,3181.021321,33696.3705,31788552.66,PT Enggang Alam Sawita,Decree of Kutai Kartanegara Regent No. 503/25/SK-DISBUN KUKAR/X/2008 date 10/20/2008,Palm oil,NPC Resources,Kutai Karta Negara,
93,East Kalimantan,HGU,,0,BPN East Kalimantan Province 2013,,0,,0,12277,384.3020932,8389.296726,3840404.101,PT Enggang Alam Sawita,Decree of Kutai Kartanegara Regent No. 503/25/SK-DISBUN KUKAR/X/2008 date 10/20/2008,Palm oil,NPC Resources,Kutai Karta Negara,
94,East Kalimantan,HGU,,0,BPN East Kalimantan Province 2013,,0,,0,12277,22.14299313,1872.37988,221279.1529,PT Enggang Alam Sawita,Decree of Kutai Kartanegara Regent No. 503/25/SK-DISBUN KUKAR/X/2008 date 10/20/2008,Palm oil,NPC Resources,Kutai Karta Negara,
95,East Kalimantan,no data,,0,BPN East Kalimantan Province 2013,no data,0,,0,0,2302.289316,28550.78861,23007216.17,PT Equalindo Makmur Alam Sejahtera,,Palm oil,Equalindo,Kutai Timur,HGU Process
96,Central Kalimantan,no data,,0,Based on HGU and IL permit information supplied by other NGOs,,0,,0,0,1474.374148,18971.4829,14733702.01,PT Mega Ika Khansa,,Palm oil,Theodore Rachmat and family/Triputra,Seruyan,
97,Central Kalimantan,HGU,24/HGU/BPN/2006 date 11/21/2006,11229.12,BPN online map 2019,no data,0,,14000,0,4608.250068,40285.45318,46051121.69,PT Hamparan Masawit  Bangun Persada,,Palm oil,Best Group,Seruyan,
98,Central Kalimantan,IUP,,0,Central Kalimantan Province Plantation Agency 2017,no data,0,Decree of Pulang Pisau Regent No. 25/2007 date 01/24/2017 and No. 332/2003 date 12/27/2007,23000,23000,23185.92676,92291.54227,231701387.5,PT Suryamas Cipta Perkasa,Decree of Pulang Pisau Regent No. 09/2007 date 01/10/2017 and No. 391/2007 date 12/28/2007,Palm oil,Best International/Best Agro Plantation,Pulang Pisau,
99,Central Kalimantan,HGU,04/HGU/BPN/2002 date 01/31/2002,7641,RSPO,,0,934.480.42/BPN/IX/1996  date 09/19/1996,0,0,3263.11906,29189.8566,32608971.02,PT Indotruba Tengah,,Palm oil,Sime Darby,Seruyan and Kotawaringin Barat,
100,Central Kalimantan,HGU,,0,Central Kalimantan Province Plantation Agency 2017,,0,,0,0,4091.3793,45751.73985,40885933.54,PT Badra Cemerlang,,Palm oil,,Barito Timur,
101,Central Kalimantan,HGU,74/HGU/BPN/1997 date 07/15/1997,6074,Based on HGU and IL permit information supplied by other NGOs,,0,312/480.42/BPN/1995 date 09/03/1995,0,0,8785.622713,50052.2358,87796403.13,PT Wana Sawit Subur Lestari,,Palm oil,Best International/Best Agro Plantation,Kotawaringin Barat and Seruyan,
102,Central Kalimantan,HGU,49/HGU/BPN/1997 date 10/31/1997,6979,Central Kalimantan Province Plantation Agency 2016,,0,792.GKTG/1992 date 02/12/1992,0,0,6135.768941,42691.97044,61315909.08,PT Gunung Sejahtera Ibu Pertiwi,,Palm oil,Jardine Matheson/Astra Agro Lestari,Kotawaringin Barat,
103,Central Kalimantan,Location Permit,,0,Based on HGU and IL permit information supplied by other NGOs,no data,0,27.460.42/BPN date 09/10/1996,12000,0,8158.547956,36993.26727,81529925.51,PT Katingan Indah Utama,,Palm oil,Makin,Kotawaringin Timur,
104,Central Kalimantan,HGU,BPN of Kotawaringin Timur Regency No. 27/HGU/BPN/2005 date 04/28/2005,12386.27,BPN online map 2019,,0,Decree of Kotawaringin Timur Regent No.193.460.42/2004 date 03/12/2004,16300,12386.27,9360.674369,53469.25578,93543004,PT Sukajadi Sawit Mekar,Decree of Kotawaringin Timur Regent No. 188.45/294/Huk.Ek.SDA/2014 date 07/25/2014,Palm oil,Musim Mas,Kotawaringin Timur,
105,Central Kalimantan,HGU,24/HGU/BPN/2006 date 11/21/2006,11229.12,Central Kalimantan Province Plantation Agency 2016,,0,,14000,0,6472.472874,40871.29496,64680655.69,PT Hamparan Masawit  Bangun Persada,,Palm oil,Best Group,Seruyan,
106,Central Kalimantan,no data,,0,BPN online map 2020,,0,,0,0,1732.482858,21445.49111,17313031.57,PT Bangunjaya Alam Permai,,Palm oil,Best International/Best Agro Plantation,Kotawaringin Barat and Seruyan,HGU Recomendation Letter No. 54/HGU/BPN/2000 date 11/28/2000
107,Central Kalimantan,HGU,,0,Based on HGU and IL permit information supplied by other NGOs,,0,,0,0,2315.900321,21903.87559,23143233.54,PT Sawit Mas Nugraha Perdana,,Palm oil,,Seruyan,
108,Central Kalimantan,no data,,0,BPN online map 2018,no data,0,,0,0,8252.192871,75361.79097,82465737.01,PT Antang Ganda Utama,,Palm oil,Dhanistha Surya Nusantara (DSN),Barito Utara,
109,Central Kalimantan,no data,,0,BPN online map 2018,no data,0,,0,0,4788.695278,45225.95739,47854345.09,PT Antang Ganda Utama,,Palm oil,Dhanistha Surya Nusantara (DSN),Barito Utara,
110,Central Kalimantan,no data,,0,Central Kalimantan Province Plantation Agency 2017,,0,,0,0,3293.84814,25918.71327,32916052.58,PT Inhutani III,,Palm oil,Perum Perhutani,Murung Raya,
111,Central Kalimantan,no data,,0,Based on HGU and IL permit information supplied by other NGOs,,0,,0,0,11378.3965,54140.9933,113706486,PT Wana Catur Jaya Utama,,Palm oil,Rajawali/Eagle High,Kapuas,
112,Central Kalimantan,HGU,,0,BPN online map 2018,,0,,0,0,2001.5068,18269.55716,20001439.13,PT Bangunjaya Alam Permai,,Palm oil,Best International/Best Agro Plantation,Kotawaringin Barat and Seruyan,
