,PROVINCE,LEGAL_STAT,HGU,AREA_HGU,SOURCES,PELEPASAN,AREA_LEPAS,IJIN_LOKAS,AREA_ILOK,AREA_IUP,HECTARES,PERIMETER,AREA,PO_COM,IUP,commodity,PO_GROUP,DISTRICT,LIC_PROCES
3465,North Kalimantan,HGU,38/HGU/BPN-RI/2011,13214.9,BPN online map 2018,,0,,0,20000,4047.943747,37290.66083,40451873.78,PT Bulungan Citra Agro Persada,521/07/Distan-III/VI/2005 date 06/06/2005,Palm oil,TSH Resources,Bulungan,
3466,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,9.261311517,2303.591834,92550.05207,PT Citra Sawit Lestari,25/K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3467,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,271.0473921,17126.10256,2708628.277,PT Citra Sawit Lestari,25/K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3468,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,201.352749,6180.050562,2012156.417,PT Citra Sawit Lestari,25.K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3469,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,49.61868929,4987.101851,495849.0241,PT Citra Sawit Lestari,25/K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3470,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,314.1885854,10478.75533,3139746.448,PT Citra Sawit Lestari,25/K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3471,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,47.37412629,3054.069154,473418.678,PT Citra Sawit Lestari,25/K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3472,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,61.55928464,4688.098582,615173.6704,PT Citra Sawit Lestari,25/K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3473,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,14.64867946,2310.632836,146387.0473,PT Citra Sawit Lestari,25/K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3474,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,47.00203097,4743.673507,469700.2585,PT Citra Sawit Lestari,25.K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3475,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,0.151240739,177.3357723,1511.377549,PT Citra Sawit Lestari,25.K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3476,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,17.33088008,2803.62634,173190.7895,PT Citra Sawit Lestari,25.K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3477,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,88.19600164,4831.296961,881359.4629,PT Citra Sawit Lestari,25.K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3478,North Kalimantan,IUP,,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,1932.955998,25414.44661,19316397.89,PT Citra Sawit Lestari,25/K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,HGU Process
3479,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,26.28477877,2661.150512,262668.8065,PT Citra Sawit Lestari,25/K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3480,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,1401.577144,28318.13473,14006227.67,PT Citra Sawit Lestari,25/K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3481,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,0.897580544,622.1536316,8969.693542,PT Citra Sawit Lestari,25/K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3482,North Kalimantan,HGU,69/HGI/BPN-RI/2009,5362.35,BPN East Kalimantan Province 2013,,0,,0,15000,139.5790829,6032.956815,1394840.392,PT Citra Sawit Lestari,25/K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,
3483,North Kalimantan,HGU,,0,BPN online map 2018,,0,,6500,5429,1002.065306,22330.0821,10013829.69,PT Agro Sawit Mas Lestari,03/K-I/520/2010 date 01/08/2010,Palm oil,Kencana Agri,Bulungan and Berau,
3484,North Kalimantan,IUP,,0,East Kalimantan Province Plantation Agency 2012,,0,522.1/32/Ek/IL-IX/2011,6500,5429,2810.014572,53846.84807,28081011.47,PT Agro Sawit Mas Lestari,03/K-I/520/2010 date 01/08/2010,Palm oil,Kencana Agri,Bulungan,HGU Process
3485,North Kalimantan,IUP,,0,East Kalimantan Province Plantation Agency 2012,no data,0,522.1/06/Ek/II-V/2015 date 05/22/2015,10540,15400,15118.86618,83878.47461,151085712.8,PT Kayan Plantation,521/18/Distan-III/I/2007 date 01/22/2007,Palm oil,,Bulungan,HGU Process
3486,North Kalimantan,IUP,,0,East Kalimantan Province Plantation Agency 2012,no data,0,522.1/10/Ek/IL-III/2011,12307,16414.6,15506.49384,148734.2798,154959349.9,PT Tunas Borneo Plantations,286/K-IV/520/2009,Palm oil,Samling/Glenealy,Bulungan,HGU Process
3487,North Kalimantan,IUP,,0,East Kalimantan Province Plantation Agency 2012,,0,522.1/03/Ek/IL-II/2012,6135.57,6120.77,6550.675995,58838.96716,65462154.39,PT Prima Bahagia Permai (Antutan Estate),328/K-V/521/2012,Palm oil,IJM,Bulungan,HGU Process
3488,North Kalimantan,no data,,0,East Kalimantan Province Plantation Agency 2012,,0,,0,0,436.0040657,12016.79144,4357071.772,PT Dharma Intisawit Lestari,,Palm oil,Theodore Rachmat and family/Dharma Satya Nusantara (DSN),Bulungan,
3489,North Kalimantan,no data,,0,East Kalimantan Province Plantation Agency 2012,,0,,0,11682.58,2229.957595,40919.47638,22284391.48,PT Dharma Intisawit Lestari,660/K-VII/520/2010 date 07/09/2010,Palm oil,Theodore Rachmat and family/Dharma Satya Nusantara (DSN),Bulungan,
3490,North Kalimantan,IUP,,0,East Kalimantan Province Plantation Agency 2012,no data,0,522.1/03/Ek/IL-II/2011,10339.26,15000,15298.23588,120776.196,152878188.4,PT Inti Selaras Perkasa,521/19/IUP/Distan-III/IV/2007 date 04/17/2007,Palm oil,Wings,Bulungan,HGU Process
3491,North Kalimantan,IUP,,0,East Kalimantan Province Plantation Agency 2012,,0,522.1/03/Ek/IL-II/2011,10339.26,15000,387.756069,7555.955992,3874920.34,PT Inti Selaras Perkasa,521/19/IUP/Distan-III/IV/2007 date 04/17/2007,Palm oil,Wings,Bulungan,HGU Process
3492,North Kalimantan,IUP,,0,East Kalimantan Province Plantation Agency 2012,,0,522.1/04/Ek/IL-II/2011,13431.68,20000,11959.823,80089.24027,119516791.9,PT Prima Tunas Kharisma,521/21/IUP/Distan-III/IV/2007 date 04/17/2007,Palm oil,Wings,Bulungan,HGU Process
3493,North Kalimantan,IUP,,0,East Kalimantan Province Plantation Agency 2012,,0,522.1/04/Ek/IL-II/2011,13431.68,20000,9488.534067,70269.66789,94820730.34,PT Prima Tunas Kharisma,521/21/IUP/Distan-III/IV/2007 date 04/17/2007,Palm oil,Wings,Bulungan,HGU Process
3494,North Kalimantan,IUP,,0,East Kalimantan Province Plantation Agency 2012,,0,522.1/12/Ek/IL-IV/2011,14600,14600,12148.10172,134239.1501,121398297.1,PT Abadi Borneo Plantations,287/K-IV/520/2009 date 04/02/2009,Palm oil,,Bulungan,HGU Process
3495,North Kalimantan,Location Permit,,0,East Kalimantan Province Plantation Agency 2012,,0,,0,0,7078.758938,71757.89718,70739387.94,PT Putra Kaltim Mandiri Perkasa,,Palm oil,,Bulungan,IUP Process
3496,North Kalimantan,IUP,,0,East Kalimantan Province Plantation Agency 2012,,0,,0,20000,3549.902542,30778.38251,35474853.04,PT Bulungan Citra Agro Persada,521/07/Distan-III/VI/2005 date 06/06/2005,Palm oil,TSH Resources,Bulungan,HGU Process
3497,North Kalimantan,IUP,,0,East Kalimantan Province Plantation Agency 2012,,0,,0,0,1837.628656,24419.90505,18363773.58,PT Sanggam Kahuripan Indonesia,521/01/Distan-III/V/2004 date 04/12/2004,Palm oil,Makin,Bulungan,HGU Process
3498,North Kalimantan,IUP,,0,East Kalimantan Province Plantation Agency 2012,,0,,0,15000,10277.66442,86616.17364,102706660.4,PT Citra Sawit Lestari,25/K-II/520/2008 date 02/11/2008,Palm oil,,Bulungan,HGU Process
3499,North Kalimantan,IUP,,0,East Kalimantan Province Plantation Agency 2012,,0,522.1/02/Ek/IL-II/2012,5000,4591.08,5033.261742,53730.86347,50298344.4,PT Synergy Agro Resources,455/K-VIII/520/2012,Palm oil,,Bulungan,HGU Process
3500,North Kalimantan,IUP,,0,BPN East Kalimantan Province 2013,,0,,0,9100,1999.585299,22676.07155,19982237.2,PT Sawit Berkat Sejahtera,521/03/Distan-III/2004 date 10/12/2004,Palm oil,Salim/IndoGunta,Bulungan,HGU Process
3501,North Kalimantan,IUP,,0,BPN online map 2018,,0,522.1/05/Ek/IL-II/2011,7704.94,15000,366.2854919,19646.58039,3660360.769,PT Sentosa Sukses Utama,521/20/IUP/Distan-III/V/2007 date 04/17/2007,Palm oil,Wings,Bulungan,HGU Process
3502,North Kalimantan,IUP,,0,BPN online map 2018,,0,522.1/05/Ek/IL-II/2011,7704.94,15000,74.31102128,4066.938968,742604.2063,PT Sentosa Sukses Utama,521/20/IUP/Distan-III/V/2007 date 04/17/2007,Palm oil,Wings,Bulungan,HGU Process
3503,North Kalimantan,IUP,,0,East Kalimantan Province Plantation Agency 2012,no data,0,522.1/05/Ek/IL-II/2011,7704.94,15000,19429.8337,229102.7719,194166033.3,PT Sentosa Sukses Utama,521/20/IUP/Distan-III/V/2007 date 04/17/2007,Palm oil,Wings,Bulungan,HGU Process
3504,North Kalimantan,IUP,,0,BPN online map 2018,,0,522.1/05/Ek/IL-II/2011,7704.94,15000,27.37374544,4160.95051,273551.0582,PT Sentosa Sukses Utama,521/20/IUP/Distan-III/V/2007 date 04/17/2007,Palm oil,Wings,Bulungan,HGU Process
3505,North Kalimantan,IUP,,0,BPN online map 2018,,0,522.1/05/Ek/IL-II/2011,7704.94,15000,86.29274763,8156.185375,862339.8826,PT Sentosa Sukses Utama,521/20/IUP/Distan-III/V/2007 date 04/17/2007,Palm oil,Wings,Bulungan,HGU Process
3506,North Kalimantan,IUP,,0,BPN online map 2018,,0,522.1/05/Ek/IL-II/2011,7704.94,15000,1331.758744,48412.52431,13308519.09,PT Sentosa Sukses Utama,521/20/IUP/Distan-III/V/2007 date 04/17/2007,Palm oil,Wings,Bulungan,HGU Process
3507,North Kalimantan,IUP,,0,BPN online map 2018,,0,522.1/05/Ek/IL-II/2011,7704.94,15000,14.08991857,1983.999497,140803.2431,PT Sentosa Sukses Utama,521/20/IUP/Distan-III/V/2007 date 04/17/2007,Palm oil,Wings,Bulungan,HGU Process
3508,North Kalimantan,IUP,,0,BPN online map 2018,,0,522.1/05/Ek/IL-II/2011,7704.94,15000,128.155141,5094.342122,1280678.762,PT Sentosa Sukses Utama,521/20/IUP/Distan-III/V/2007 date 04/17/2007,Palm oil,Wings,Bulungan,HGU Process
3509,North Kalimantan,IUP,,0,BPN online map 2018,,0,522.1/05/Ek/IL-II/2011,7704.94,15000,12.7610438,2125.10905,127523.5441,PT Sentosa Sukses Utama,521/20/IUP/Distan-III/V/2007 date 04/17/2007,Palm oil,Wings,Bulungan,HGU Process
3510,North Kalimantan,HGU,,0,BPN online map 2018,,0,,6500,5429,600.1027539,11071.55792,5996941.256,PT Agro Sawit Mas Lestari,03/K-I/520/2010 date 01/08/2010,Palm oil,Kencana Agri,Bulungan and Berau,
3511,North Kalimantan,HGU,,0,BPN online map 2018,,0,,6500,5429,108.2069419,4464.961748,1081332.605,PT Agro Sawit Mas Lestari,03/K-I/520/2010 date 01/08/2010,Palm oil,Kencana Agri,Bulungan and Berau,
3512,North Kalimantan,HGU,,0,BPN online map 2018,,0,,6500,5429,2.849786413,862.7624156,28478.45906,PT Agro Sawit Mas Lestari,03/K-I/520/2010 date 01/08/2010,Palm oil,Kencana Agri,Bulungan and Berau,
3513,North Kalimantan,IUP,,6106.13,Geo RSPO online map 2018,,0,522.1/01/Ek/IL-I/2010,11682,11682.58,2.091870676,10234.04423,20904.46255,PT Dharma Intisawit Lestari,660/K-VII/520/2010 date 07/09/2010,Palm oil,Theodore Rachmat and family/Dharma Satya Nusantara (DSN),Bulungan,HGU Recomendation Letter No. 50/PB-64.200/XII/2015 date 12/15/2015
3514,Central Kalimantan,no data,,0,Central Kalimantan Province Plantation Agency 2017,,0,,0,0,16755.4487,74532.37522,167440394.1,PT Olong Jaya Raya,,no data,,Murung Raya,
3515,Central Kalimantan,no data,,0,Central Kalimantan Province Plantation Agency 2017,,0,,0,0,630.9911507,15190.29747,6305614.895,PT Subur Mitra Agro,,no data,,Barito Utara,
3516,Central Kalimantan,no data,,0,Central Kalimantan Province Plantation Agency 2017,,0,,0,0,644.4235171,17607.76289,6439847.094,PT Subur Mitra Agro,,no data,,Barito Utara,
3517,Central Kalimantan,no data,,0,Central Kalimantan Province Plantation Agency 2017,,0,,0,0,326.8624167,7839.346374,3266398.461,PT Harisa Agro Lestari,,no data,,Barito Utara,
3518,Central Kalimantan,no data,,0,Central Kalimantan Province Plantation Agency 2017,,0,,0,0,180.2746036,11365.51518,1801518.492,PT Harisa Agro Lestari,,no data,,Barito Utara,
3519,Central Kalimantan,no data,,0,Central Kalimantan Province Plantation Agency 2017,,0,,0,0,212.7071041,11126.34596,2125622.653,PT Harisa Agro Lestari,,no data,,Barito Utara,
3520,Central Kalimantan,no data,,0,Central Kalimantan Province Plantation Agency 2017,,0,,0,0,100.7514981,6822.328295,1006828.933,PT Harisa Agro Lestari,,no data,,Barito Utara,
3521,Central Kalimantan,no data,,0,Central Kalimantan Province Plantation Agency 2017,,0,,0,0,13057.83677,84484.74024,130489452.9,PT Bumi Sentosa Lestari and PT Subur Mitra Agro,,no data,,Barito Utara,
3522,Central Kalimantan,no data,,0,Central Kalimantan Province Plantation Agency 2017,,0,,0,0,16980.63783,132098.6702,169690751.9,PT Bumi Sempana Plantations,,no data,,Kapuas,
3523,Central Kalimantan,no data,,0,Central Kalimantan Province Plantation Agency 2017,,0,,0,0,6501.464135,79364.2151,64970370.89,PT Mitra Sawit Sejahtera,,no data,,Kapuas,
3524,Central Kalimantan,no data,,0,Central Kalimantan Province Plantation Agency 2017,,0,,0,0,15518.26529,86100.25934,155076984.3,PT Agro Subur Permai,,no data,,Kapuas,
3525,South Sumatra,IUP,,0,GAR 2014,730/MENHUT-II/2010,0,,0,2101,1359.543627,40607.93777,13586178.72,PT Rawa Bangun Nyaman,204/2010 date 03/22/2010,Palm oil,Wijaya family/Sinar Mas/GAR,Banyuasin,HGU Process
3526,South Sumatra,IUP,,0,GAR 2014,,0,,0,0,0.387046622,242.5026388,3867.830698,PT Sawit Mas Estate,,Palm oil,Wijaya family/Sinar Mas/GAR,Musi Banyuasin,HGU Process
3527,South Sumatra,IUP,,0,GAR 2014,,0,,0,0,0.843169452,369.8489809,8425.953125,PT Sawit Mas Estate,,Palm oil,Wijaya family/Sinar Mas/GAR,Musi Banyuasin,HGU Process
3528,South Sumatra,IUP,,0,GAR 2014,,0,,0,0,2.582004581,737.9615841,25802.46415,PT Sawit Mas Estate,,Palm oil,Wijaya family/Sinar Mas/GAR,Musi Banyuasin,HGU Process
3529,South Sumatra,IUP,,0,GAR 2014,,0,,0,6000,3013.963583,43618.93829,30119112.83,PT Sawit Mas Sejahtera,HK.350/E4.176/10/87 date 10/06/1987,Palm oil,Wijaya family/Sinar Mas/GAR,Banyuasin,HGU Process
3530,South Sumatra,no data,,0,Geo RSPO online map 2018,,0,,0,0,40.05756621,4007.566617,400302.8979,Koperasi Unit Desa (KUD) Maju Jaya,,Palm oil,,Ogan Komering Ilir,
3531,South Sumatra,HGU,154/HGU/BPN.RI/2009 date 11/13/2009,3869,Geo RSPO online map 2018,,0,,0,4713.04,3882.166566,43851.46514,38795230.8,PT Mutiara Bunda Jaya,336/KEP/D. PERKE/2006 date 09/28/2006,Palm oil,Sampoerna Agro,Ogan Komering Ilir,
3532,South Sumatra,HGU,,0,BPN online map 2018,,0,,0,5000,50.89614481,5414.158931,508614.8806,PT Mitra Ogan,HK.350/E5.39/01.97 date 01/24/1997,Palm oil,Rajawali Nusantara Indonesia,Ogan Komering Ulu,
3533,South Sumatra,HGU,,0,BPN online map 2018,,0,,0,5000,96.3463566,5324.69943,962807.5141,PT Mitra Ogan,HK.350/E5.39/01.97 date 01/24/1997,Palm oil,Rajawali Nusantara Indonesia,Ogan Komering Ulu,
3534,South Sumatra,HGU,,0,BPN online map 2018,,0,,0,5000,666.2176542,24613.01468,6657640.062,PT Mitra Ogan,HK.350/E5.39/01.97 date 01/24/1997,Palm oil,Rajawali Nusantara Indonesia,Ogan Komering Ulu,
3535,South Sumatra,IUP,,0,MoEF 2018,164/KPTS-II/1996 date 04/12/1996,3713,,0,5000,3394.370406,47950.06783,33920590.75,PT Mitra Ogan,HK.350/E5.39/01.97 date 01/24/1997,Palm oil,Rajawali Nusantara Indonesia,Ogan Komering Ulu,HGU Process
3536,South Sumatra,IUP,,0,BPN online map 2018,,0,,0,10000,515.1250357,18419.93001,5147742.713,PT Roempoen Enam Bersaudara,1024/2004 date 12/22/2004,Palm oil,,Muara Enim,
3537,South Sumatra,IUP,,0,BPN online map 2018,,0,,0,8384.78,6046.634414,53063.74924,60425170.76,PT Suryabumi Agro Langgeng,HK.350/E4.1026/1991 date 12/30/1991,Palm oil,,Muara Enim,
3538,South Sumatra,IUP,,0,BPN online map 2018,,0,,0,2000,8852.644029,62650.00088,88466159.93,PT Cipta Futura,HK.350/E5.258/04.95,Palm oil,,Muara Enim and Lahat,
3539,South Sumatra,IUP,,0,BPN online map 2018,,0,,0,8000,7635.752227,145549.7595,76305528.1,PT Cipta Futura,HK.350/E5.1159/11.97,Palm oil,,Muara Enim,HGU Process
3540,South Sumatra,IUP,,0,BPN online map 2018,,0,,0,4800,3964.549261,47237.71681,39618496.78,PT Padang Bolak Jaya,HK.350/E4.361/05-1993 date 05/28/1993,Palm oil,,Lahat,HGU Process
3541,South Sumatra,HGU,049/HGU/BPN/2002 date 04/04/2002,1609,Geo RSPO online map 2018,,0,,0,0,0.174653934,175.8935291,1745.35007,PT PP London Sumatra Indonesia,,Palm oil,Salim/IndoAgri,Lahat,
3542,South Sumatra,IUP,,0,Geo RSPO online map 2018,,0,,0,0,2.802862469,1037.125394,28009.53915,PT PP London Sumatra Indonesia,,Palm oil,Salim/IndoAgri,Lahat,
3543,South Sumatra,IUP,,0,Geo RSPO online map 2018,,0,,0,0,504.6186254,31248.71056,5042750.151,PT PP London Sumatra Indonesia,,Palm oil,Salim/IndoAgri,Lahat,
3544,South Sumatra,Location Permit,,0,Geo RSPO online map 2018,,0,503.5/01.B/Lokasi/BPPT-PMD/2016,798,0,1.795705148,584.4689422,17944.82398,PT PP London Sumatra Indonesia,,Palm oil,Salim/IndoAgri,Lahat,IUP Process
3545,South Sumatra,Location Permit,,0,Geo RSPO online map 2018,,0,503.5/01.B/Lokasi/BPPT-PMD/2016,798,0,560.9801143,15779.12099,5605981.258,PT PP London Sumatra Indonesia,,Palm oil,Salim/IndoAgri,Lahat,IUP Process
3546,South Sumatra,Location Permit,,0,SIPEF 2019,,0,02/KPTS/MRU/1/2015,5719,0,5712.326238,65160.42033,57084365.4,PT Agro Rawas Ulu,,Palm oil,SIPEF,Musi Rawas Utara,
3547,South Sumatra,IUP,,0,Geo RSPO online map 2018,,0,050/289/II/BPM-PTP/2016 date 09/06/2016,20000,0,4761.881904,32316.90116,47586393.93,PT Evans Lestari (Trawas area),91/KPTS/DISBUN/2012 date 11/21/2012,Palm oil,MP Evans (MPE),Musi Rawas,HGU Process
3548,South Sumatra,IUP,,0,Geo RSPO online map 2018,,0,050/289/II/BPM-PTP/2016 date 09/06/2016,20000,0,1339.567358,22619.79265,13386552.05,PT Evans Lestari (Trawas area),891/KPTS/DISBUN/2012 date 11/21/2012,Palm oil,MP Evans (MPE),Musi Rawas,HGU Process
3549,South Sumatra,Location Permit,,0,SIPEF 2019,,0,622/KPTS/BPM-PTP/2013 date 09/11/2013,7522,0,4102.728499,48706.42052,40999348.25,PT Agro Muara Rupit,,Palm oil,SIPEF,Musi Rawas Utara,
3550,South Sumatra,Location Permit,,0,SIPEF 2019,,0,224/KPTS/BPM-PTP/2013,4803,0,8208.741732,40151.56601,82031521.49,PT Agro Muara Rupit,,Palm oil,SIPEF,Musi Rawas Utara,
3551,North Kalimantan,IUP,,6106.13,Geo RSPO online map 2018,,0,522.1/01/Ek/IL-I/2010,11682,11682.58,4.668149262,8495.441532,46649.70576,PT Dharma Intisawit Lestari,660/K-VII/520/2010 date 07/09/2010,Palm oil,Theodore Rachmat and family/Dharma Satya Nusantara (DSN),Bulungan,HGU Recomendation Letter No. 50/PB-64.200/XII/2015 date 12/15/2015
3552,North Kalimantan,IUP,,6106.13,Geo RSPO online map 2018,,0,522.1/01/Ek/IL-I/2010,11682,11682.58,3.010220804,5762.361876,30081.71052,PT Dharma Intisawit Lestari,660/K-VII/520/2010 date 07/09/2010,Palm oil,Theodore Rachmat and family/Dharma Satya Nusantara (DSN),Bulungan,HGU Recomendation Letter No. 50/PB-64.200/XII/2015 date 12/15/2015
3553,North Kalimantan,HGU,,0,BPN East Kalimantan Province 2013,,0,,0,0,2.549805776,714.520491,25480.69535,PT Sanggam Kahuripan Indonesia,521/01/Distan-III/V/2004 date 04/12/2004,Palm oil,Makin,Bulungan,
3554,North Kalimantan,IUP,,0,BPN online map 2018,,0,522.1/32/Ek/IL-IX/2011,6500,5429,38.73861694,2859.350323,387122.3863,PT Agro Sawit Mas Lestari,03/K-I/520/2010 date 01/08/2010,Palm oil,Kencana Agri,Bulungan,HGU Process
3555,North Kalimantan,IUP,,0,BPN online map 2018,,0,522.1/32/Ek/IL-IX/2011,6500,5429,594.5582057,13042.11097,5941533.528,PT Agro Sawit Mas Lestari,03/K-I/520/2010 date 01/08/2010,Palm oil,Kencana Agri,Bulungan,HGU Process
3556,North Kalimantan,IUP,,0,BPN online map 2018,,0,522.1/32/Ek/IL-IX/2011,6500,5429,48.40360979,3240.60865,483706.5029,PT Agro Sawit Mas Lestari,03/K-I/520/2010 date 01/08/2010,Palm oil,Kencana Agri,Bulungan,HGU Process
3557,North Kalimantan,IUP,,0,BPN online map 2018,,0,522.1/32/Ek/IL-IX/2011,6500,5429,257.1807214,6589.315208,2570055.992,PT Agro Sawit Mas Lestari,03/K-I/520/2010 date 01/08/2010,Palm oil,Kencana Agri,Bulungan,HGU Process
3558,North Kalimantan,IUP,,0,BPN online map 2018,,0,522.1/32/Ek/IL-IX/2011,6500,5429,15.4730194,1887.636331,154624.8335,PT Agro Sawit Mas Lestari,03/K-I/520/2010 date 01/08/2010,Palm oil,Kencana Agri,Bulungan,HGU Process
3559,Papua,no data,,0,MoEF online map 2019,2/1/PKH/PMDN/2018 DATE 04/10/2018,0,,0,0,11329.4334,136342.5343,113217188.4,PT Sawit Makmur Abadi,,Palm oil,,Waropen,
3560,Papua,no data,,0,MoEF online map 2019,2/1/PKH/PMDN/2018 DATE 04/10/2018,0,,0,0,15585.08244,133895.2727,155744700.8,PT Sawit Makmur Abadi,,Palm oil,,Waropen,
3561,Papua,no data,,0,MoEF online map 2019,2/1/PKH/PMDN/2018 DATE 04/10/2018,0,,0,0,1952.988728,39585.10219,19516588.78,PT Sawit Makmur Abadi,,Palm oil,,Waropen,
3562,Papua,Location Permit,,0,Simtaru Papua Province 2017 and MoEF online map 2019,,0,Decree of Merauke Regent No. 08/2007 date 01/16/2007,39800,0,111.6978326,9971.747465,1116217.741,PT Papua Agro Lestari,,Palm oil,Korindo,Merauke,
3563,Papua,Location Permit,,0,Simtaru Papua Province 2017 and MoEF online map 2019,,0,Decree of Merauke Regent No. 08/2007 date 01/16/2007,39800,0,622.8406204,22476.40158,6224165.092,PT Papua Agro Lestari,,Palm oil,Korindo,Merauke,
3564,East Kalimantan,HGU,135/HGU/BPN/97 date 10/28/1997,0,Geo RSPO online map 2018,152/KPTS-II/1997 date 03/19/1997,17729,,0,16850,215.1330862,11705.62907,2149865.955,PT Swakarsa Sinar Sentosa,199/Menhutbun-VII/2000 date 03/10/2000,Palm oil,Theodore Rachmat and family/Dharma Satya Nusantara (DSN),Kutai Timur,
3565,East Kalimantan,HGU,135/HGU/BPN/97 date 10/28/1997,0,Geo RSPO online map 2018,152/KPTS-II/1997 date 03/19/1997,17729,,0,16850,422.9251172,9472.893821,4226371.346,PT Swakarsa Sinar Sentosa,199/Menhutbun-VII/2000 date 03/10/2000,Palm oil,Theodore Rachmat and family/Dharma Satya Nusantara (DSN),Kutai Timur,
3566,East Kalimantan,HGU,135/HGU/BPN/97 date 10/28/1997,0,Geo RSPO online map 2018,152/KPTS-II/1997 date 03/19/1997,17729,,0,16850,236.1489076,13741.41508,2359881.065,PT Swakarsa Sinar Sentosa,199/Menhutbun-VII/2000 date 03/10/2000,Palm oil,Theodore Rachmat and family/Dharma Satya Nusantara (DSN),Kutai Timur,
3567,East Kalimantan,HGU,135/HGU/BPN/97 date 10/28/1997,0,Geo RSPO online map 2018,152/KPTS-II/1997 date 03/19/1997,17729,,0,16850,53.93872106,7593.513613,539019.9253,PT Swakarsa Sinar Sentosa,199/Menhutbun-VII/2000 date 03/10/2000,Palm oil,Theodore Rachmat and family/Dharma Satya Nusantara (DSN),Kutai Timur,
3568,East Kalimantan,HGU,135/HGU/BPN/97 date 10/28/1997,0,Geo RSPO online map 2018,152/KPTS-II/1997 date 03/19/1997,17729,,0,16850,39.08209917,4006.698288,390554.8697,PT Swakarsa Sinar Sentosa,199/Menhutbun-VII/2000 date 03/10/2000,Palm oil,Theodore Rachmat and family/Dharma Satya Nusantara (DSN),Kutai Timur,
3569,East Kalimantan,HGU,135/HGU/BPN/97 date 10/28/1997,0,Geo RSPO online map 2018,152/KPTS-II/1997 date 03/19/1997,17729,,0,16850,2.316461777,974.5590469,23148.84427,PT Swakarsa Sinar Sentosa,199/Menhutbun-VII/2000 date 03/10/2000,Palm oil,Theodore Rachmat and family/Dharma Satya Nusantara (DSN),Kutai Timur,
3570,East Kalimantan,HGU,135/HGU/BPN/97 date 10/28/1997,0,Geo RSPO online map 2018,152/KPTS-II/1997 date 03/19/1997,17729,,0,16850,10.84631175,1696.65178,108389.2616,PT Swakarsa Sinar Sentosa,199/Menhutbun-VII/2000 date 03/10/2000,Palm oil,Theodore Rachmat and family/Dharma Satya Nusantara (DSN),Kutai Timur,
